"title","url","classification"
"Miss Jean Christie","https://api.nga.gov/iiif/32db4752-fd6e-4463-bc16-466a4e53468c/full/!200,200/0/default.jpg","Painting"
"A Spring Landscape","https://api.nga.gov/iiif/32e4c9cf-be93-4ccf-8bae-f7048d789838/full/!200,200/0/default.jpg","Painting"
"Mrs. Charles S. Carstairs","https://api.nga.gov/iiif/331862c8-6f51-4f07-8f18-bb9be7e872e6/full/!200,200/0/default.jpg","Painting"
"Composition","https://api.nga.gov/iiif/335032aa-2eb8-40ed-83ec-10f3ccff5654/full/!200,200/0/default.jpg","Painting"
"Spokan Chief, Two Warriors, and a Boy","https://api.nga.gov/iiif/3334e85b-6001-4894-87fe-b3ebec3365a9/full/!200,200/0/default.jpg","Painting"
"Portrait of an Old Lady","https://api.nga.gov/iiif/33522e6c-05f0-4d27-911a-9a4c9f75cc83/full/!200,200/0/default.jpg","Painting"
"Portrait of a Man, possibly Jan Snoeck","https://api.nga.gov/iiif/338a5438-9d15-4788-b827-bd1a207c2baf/full/!200,200/0/default.jpg","Painting"
"The Artist's Garden","https://api.nga.gov/iiif/337092d8-1346-4470-a92a-43ef385cf982/full/!200,200/0/default.jpg","Painting"
"Landscape between Storms","https://api.nga.gov/iiif/33e69f85-6eec-4d80-8ddd-48fde0795bef/full/!200,200/0/default.jpg","Painting"
"Young Man on a Terrace","https://api.nga.gov/iiif/335de5b4-cddb-442a-926d-3be6567ade6b/full/!200,200/0/default.jpg","Painting"
"Grey Irregular Area with a Drawn Ellipse (model)","https://api.nga.gov/iiif/33eb925a-01dd-4ccc-841e-d93f8574face/full/!200,200/0/default.jpg","Painting"
"Monsignor della Casa","https://api.nga.gov/iiif/33edad58-6362-474a-9edd-7af0531cc258/full/!200,200/0/default.jpg","Painting"
"The Crucifixion","https://api.nga.gov/iiif/33f1330d-2ca0-4f9c-97c9-ee767667d64c/full/!200,200/0/default.jpg","Painting"
"Four Sepibo Indians","https://api.nga.gov/iiif/341a62f8-154f-42e0-b318-ed8d4e0b048e/full/!200,200/0/default.jpg","Painting"
"Head of an Aged Woman","https://api.nga.gov/iiif/33e0e57c-9846-4535-9cc9-fd615abe79ab/full/!200,200/0/default.jpg","Painting"
"Queen Henrietta Maria with Sir Jeffrey Hudson","https://api.nga.gov/iiif/3405efab-594d-4f1d-8679-3bd02245e342/full/!200,200/0/default.jpg","Painting"
"Copperhead Grande/ROCI CHILE","https://api.nga.gov/iiif/342b1b86-8fb1-4c9a-a965-c7eb50cd6f1a/full/!200,200/0/default.jpg","Painting"
"The Tiber River with the Ponte Molle at Sunset","https://api.nga.gov/iiif/3478a087-5974-488a-a5ec-cb4eb1666dd4/full/!200,200/0/default.jpg","Painting"
"Forty-two Kids","https://api.nga.gov/iiif/343c5a49-6197-4ca6-b5d4-52300b297c0f/full/!200,200/0/default.jpg","Painting"
"Ange Laurent de La Live de Jully","https://api.nga.gov/iiif/3429a3ca-76cc-4560-8839-ecfe3ab2b50f/full/!200,200/0/default.jpg","Painting"
"Three Navaho Indians","https://api.nga.gov/iiif/34aa0a0e-6f59-4804-a3a0-881346daaac2/full/!200,200/0/default.jpg","Painting"
"Portrait of a Woman","https://api.nga.gov/iiif/3480727d-bd9d-4bce-b7f0-7c02347a7bc3/full/!200,200/0/default.jpg","Painting"
"Waterfall with Log Cabins","https://api.nga.gov/iiif/349545a0-e4d9-4254-b518-86ea5e0f3cfa/full/!200,200/0/default.jpg","Painting"
"Contact","https://api.nga.gov/iiif/3493ba6d-8b8e-4a5a-a7ef-83c30979afb8/full/!200,200/0/default.jpg","Painting"
"The Meeting of Saint Anthony and Saint Paul","https://api.nga.gov/iiif/34c99ef2-6e2e-415e-a0b1-a69721f5427e/full/!200,200/0/default.jpg","Painting"
"Mrs. William Hartigan","https://api.nga.gov/iiif/34c285a0-7759-4b5b-abe6-a616cf19313b/full/!200,200/0/default.jpg","Painting"
"Grande traite solitaire (The Large Solitary Milking)","https://api.nga.gov/iiif/34d053a0-b7c6-4682-837e-fd6a5c547787/full/!200,200/0/default.jpg","Painting"
"Little Girl in White","https://api.nga.gov/iiif/34d9231a-0cb3-41fc-9757-4e3f0a670426/full/!200,200/0/default.jpg","Painting"
"Puncah Indians","https://api.nga.gov/iiif/34d4b64a-e1fe-453f-846d-1e4143de6f6c/full/!200,200/0/default.jpg","Painting"
"Dr. William Foster","https://api.nga.gov/iiif/34d85700-8df3-49fd-ac08-fc00ebdecac0/full/!200,200/0/default.jpg","Painting"
"Nayas Village - Indians Bathing","https://api.nga.gov/iiif/3503fddf-daa6-4026-8cc6-2e243bad89df/full/!200,200/0/default.jpg","Painting"
"The White Tablecloth","https://api.nga.gov/iiif/34e046ac-8cb8-4a92-9905-5704dfa803f4/full/!200,200/0/default.jpg","Painting"
"Woods in Winter","https://api.nga.gov/iiif/34e5e933-22a6-4c4a-8e69-98c5011f97a6/full/!200,200/0/default.jpg","Painting"
"Herb's Painting","https://api.nga.gov/iiif/34e9245a-f3d4-4982-b70d-f3ccdb960332/full/!200,200/0/default.jpg","Painting"
"Pagan Void","https://api.nga.gov/iiif/3527f52c-f354-49d5-a31d-240186b310a0/full/!200,200/0/default.jpg","Painting"
"Girl with a Hoop","https://api.nga.gov/iiif/350ae4bb-a288-4d65-be2a-0680e75ff6d6/full/!200,200/0/default.jpg","Painting"
"Rip Van Winkle Awakening from his Long Sleep","https://api.nga.gov/iiif/35afd963-4a51-47c5-8ce7-ce6861420a7f/full/!200,200/0/default.jpg","Painting"
"English Landscape Capriccio with a Column","https://api.nga.gov/iiif/3542c9aa-8375-4d5b-99da-1855010756dc/full/!200,200/0/default.jpg","Painting"
"Mother of Pearl and Silver: The Andalusian","https://api.nga.gov/iiif/357b1f5b-2d1b-4bb1-8246-02e38b08476a/full/!200,200/0/default.jpg","Painting"
"Archbishop Diomede Falconio","https://api.nga.gov/iiif/35b059e1-55fc-45e8-b896-2c9aef6ed9d8/full/!200,200/0/default.jpg","Painting"
"Still Life with Flowers and Fruit","https://api.nga.gov/iiif/35db881d-fdfe-416d-bb2c-68907ec39b34/full/!200,200/0/default.jpg","Painting"
"Madonna and Child, with the Man of Sorrows [middle panel]","https://api.nga.gov/iiif/35bda0d1-9ca6-4fee-a339-8046cc6e198c/full/!200,200/0/default.jpg","Painting"
"Bareback Riders","https://api.nga.gov/iiif/35eba7ac-3e33-4f06-bf9e-4e453b1be56b/full/!200,200/0/default.jpg","Painting"
"The Hon. Mrs. Thomas Graham","https://api.nga.gov/iiif/360658c9-e588-4b72-933c-8d95ab53906a/full/!200,200/0/default.jpg","Painting"
"Buffalo Lancing in the Snow Drifts - Sioux","https://api.nga.gov/iiif/35c2b45f-16cd-4f3d-adae-b5e65fe51290/full/!200,200/0/default.jpg","Painting"
"Madonna and Child","https://api.nga.gov/iiif/35e1b7b8-2ea3-4c92-a17b-bd7be02880e9/full/!200,200/0/default.jpg","Painting"
"Love as Folly","https://api.nga.gov/iiif/362a8782-f0fd-4093-88f9-36cd0cbfed9b/full/!200,200/0/default.jpg","Painting"
"Daniel in the Lions' Den","https://api.nga.gov/iiif/3612e738-ac27-4600-804c-db9cbbf16c30/full/!200,200/0/default.jpg","Painting"
"Buildings with Snowbank, Cliffside, New Jersey","https://api.nga.gov/iiif/368ed414-35ce-4343-8e3b-95d0bc73c870/full/!200,200/0/default.jpg","Painting"
"Piano mécanique","https://api.nga.gov/iiif/364e88b1-7db0-474d-a75a-98651aac6571/full/!200,200/0/default.jpg","Painting"
"Marizy-Sainte-Geneviève","https://api.nga.gov/iiif/36536ddc-3f8c-41a6-bcef-a1ce8fce694b/full/!200,200/0/default.jpg","Painting"
"The Races","https://api.nga.gov/iiif/365b5dfe-d315-4c52-9fed-e68b307f9ac0/full/!200,200/0/default.jpg","Painting"
"All There Is","https://api.nga.gov/iiif/3672f0f5-d1ea-4836-9f5a-febdeecab23f/full/!200,200/0/default.jpg","Painting"
"Simon Pease","https://api.nga.gov/iiif/3676623a-96ad-4365-810e-d14bcb6fd698/full/!200,200/0/default.jpg","Painting"
"Morning Haze","https://api.nga.gov/iiif/36bd94fc-291f-43cb-9fd4-7b391fe3f0e5/full/!200,200/0/default.jpg","Painting"
"Madonna and Child, with the Blessing Christ [middle panel]","https://api.nga.gov/iiif/36a5f5ef-732d-43aa-b4e6-ee6865fcd221/full/!200,200/0/default.jpg","Painting"
"Making Flint Arrowheads - Apachees","https://api.nga.gov/iiif/36e15572-a551-4c53-8892-cbf7b46e844d/full/!200,200/0/default.jpg","Painting"
"Eleonora di Toledo","https://api.nga.gov/iiif/36cf52bf-6879-447f-b331-60f937d96053/full/!200,200/0/default.jpg","Painting"
"Untitled","https://api.nga.gov/iiif/374c7d64-5211-4bbb-82c1-b966c6142c06/full/!200,200/0/default.jpg","Painting"
"Portrait of a Gentleman Wearing a Fancy Ruff","https://api.nga.gov/iiif/37137e08-b7f8-4dd4-961a-624495e5254b/full/!200,200/0/default.jpg","Painting"
"Moonlight","https://api.nga.gov/iiif/372938c9-5631-4591-a485-fafef0780bb7/full/!200,200/0/default.jpg","Painting"
"Two Nudes [obverse]","https://api.nga.gov/iiif/372b95ba-9504-40ec-95db-fcef6d383755/full/!200,200/0/default.jpg","Painting"
"My Gems","https://api.nga.gov/iiif/372bf2ab-d124-49e7-ae47-137182979e52/full/!200,200/0/default.jpg","Painting"
"George Washington","https://api.nga.gov/iiif/36f868d3-049b-4d0c-a4d9-a5fe5584abb9/full/!200,200/0/default.jpg","Painting"
"Spray of Flowers and Ferns","https://api.nga.gov/iiif/3757741d-cc7c-4b68-9d62-25734b4fbdab/full/!200,200/0/default.jpg","Painting"
"Model for Painting: Circle in and out of a Polygon II","https://api.nga.gov/iiif/37636227-30bb-499a-8b20-cd2cbd52864b/full/!200,200/0/default.jpg","Painting"
"Still Life: Le Jour","https://api.nga.gov/iiif/374e17bf-1016-44b2-ad61-6b23da603e5d/full/!200,200/0/default.jpg","Painting"
"Simon Hayem","https://api.nga.gov/iiif/374fda41-5b38-4cad-82e1-070612ae14f3/full/!200,200/0/default.jpg","Painting"
"Mandan Ceremony - The Water Sinks Down","https://api.nga.gov/iiif/376bfff9-e255-478b-b05d-c4047ab07905/full/!200,200/0/default.jpg","Painting"
"Portrait of a Lady","https://api.nga.gov/iiif/37619c15-3bf8-40ab-b11c-d218445bda62/full/!200,200/0/default.jpg","Painting"
"The Satyr and the Peasant","https://api.nga.gov/iiif/37f339d0-4e3e-4c81-bfeb-45641be22274/full/!200,200/0/default.jpg","Painting"
"Haymakers at Montfermeil","https://api.nga.gov/iiif/37a979be-f546-4a46-856c-fe23a2350a84/full/!200,200/0/default.jpg","Painting"
"Mug, Book, Biscuits, and Match","https://api.nga.gov/iiif/37ae6a3e-c8ea-44b8-b9dc-0b6e9b46b56f/full/!200,200/0/default.jpg","Painting"
"Another Time","https://api.nga.gov/iiif/38193694-47ef-4e25-af06-871286a55892/full/!200,200/0/default.jpg","Painting"
"The Parable of Lazarus and the Rich Man","https://api.nga.gov/iiif/380d0db5-1a74-4820-bc80-f75d7b6fe2fe/full/!200,200/0/default.jpg","Painting"
"Pierrot Tired","https://api.nga.gov/iiif/380e203d-5295-4167-acc1-2bb1f32ed6da/full/!200,200/0/default.jpg","Painting"
"Daniel Boardman","https://api.nga.gov/iiif/37ec883e-f301-4aea-bc6c-4ab95c320f02/full/!200,200/0/default.jpg","Painting"
"Woman and Child in a Courtyard","https://api.nga.gov/iiif/383f16c8-9e6c-4565-bfa4-1017989c6310/full/!200,200/0/default.jpg","Painting"
"Still Life with Fish","https://api.nga.gov/iiif/37e90112-6757-40f6-8395-464d97ff4635/full/!200,200/0/default.jpg","Painting"
"Three Peaches on a Plate","https://api.nga.gov/iiif/382f0d18-13f7-4d42-8a39-053b781541e3/full/!200,200/0/default.jpg","Painting"
"A King Charles Spaniel","https://api.nga.gov/iiif/3877ee5f-430c-4e5d-a270-0782e17e1314/full/!200,200/0/default.jpg","Painting"
"Woman with a Hat","https://api.nga.gov/iiif/38584c8c-f1cc-4624-b2c7-fb590c34b8a4/full/!200,200/0/default.jpg","Painting"
"Hare and Hunting Boots","https://api.nga.gov/iiif/384c6861-b16c-4d56-bf1c-8274162059e0/full/!200,200/0/default.jpg","Painting"
"French Theater","https://api.nga.gov/iiif/38656470-8149-4393-9993-2bb2711e395c/full/!200,200/0/default.jpg","Painting"
"The Three Chandeliers","https://api.nga.gov/iiif/387cfa89-76c2-4347-a0e1-631c7b263691/full/!200,200/0/default.jpg","Painting"
"Cheyenne Village","https://api.nga.gov/iiif/3892f040-7da1-468e-81af-e72c74a04739/full/!200,200/0/default.jpg","Painting"
"Green Mass","https://api.nga.gov/iiif/3884873a-2d7f-407f-8ee7-7fdbf5ac2b59/full/!200,200/0/default.jpg","Painting"
"The Attentive Nurse","https://api.nga.gov/iiif/38ce8cb8-3214-44b3-ae67-966cba664008/full/!200,200/0/default.jpg","Painting"
"Shimmer","https://api.nga.gov/iiif/38886f90-6d9e-4ecf-8644-5a7fed357963/full/!200,200/0/default.jpg","Painting"
"Beach in Normandy","https://api.nga.gov/iiif/388d34c4-2515-480f-8184-424ed1a758a7/full/!200,200/0/default.jpg","Painting"
"De Tonty Suing for Peace in the Iroquois Village.  January 2, 1680","https://api.nga.gov/iiif/38e3cea3-d4f7-4f93-b7af-1c1dfe6d9c72/full/!200,200/0/default.jpg","Painting"
"Mrs. Asa Benjamin","https://api.nga.gov/iiif/38b09901-0c91-4d8d-802e-93d297fb406b/full/!200,200/0/default.jpg","Painting"
"Suzanne Valadon","https://api.nga.gov/iiif/38b5d6d9-acd5-4a0b-bd88-0ece50cb989b/full/!200,200/0/default.jpg","Painting"
"Mortlake Terrace","https://api.nga.gov/iiif/395ca4e4-0a35-4738-877c-b445d9348a62/full/!200,200/0/default.jpg","Painting"
"Ichabod Crane and the Headless Horseman","https://api.nga.gov/iiif/38f8cffe-50a1-43f9-8f8d-50a62195572d/full/!200,200/0/default.jpg","Painting"
"First Snow at Veneux-Nadon","https://api.nga.gov/iiif/391cb2aa-b6d1-4417-979c-9e29337ce027/full/!200,200/0/default.jpg","Painting"
"Father Hennepin and Companions at the Falls of St. Anthony.  May 1, 1680","https://api.nga.gov/iiif/39424db8-1bb0-4f07-8aba-bb1108d325f3/full/!200,200/0/default.jpg","Painting"
"Portrait of a Man with a Landscape View","https://api.nga.gov/iiif/397974ff-59f9-4a8a-a7af-daa99832b756/full/!200,200/0/default.jpg","Painting"
"Washerwomen at the Oise River near Valmondois","https://api.nga.gov/iiif/3a27c023-34bd-4171-aeea-1e243969c130/full/!200,200/0/default.jpg","Painting"
"The Rape of Proserpine","https://api.nga.gov/iiif/39d0fea8-ac4d-4cb1-a86f-98fb74543fae/full/!200,200/0/default.jpg","Painting"
"Penn's Treaty with the Indians","https://api.nga.gov/iiif/3a132838-d787-4725-ac19-a1ec5dbf6331/full/!200,200/0/default.jpg","Painting"
"A Soldier Smoking a Pipe","https://api.nga.gov/iiif/3a56cc88-d51b-49e9-975c-b4f816f50cb9/full/!200,200/0/default.jpg","Painting"
"Memorial to Admiral Sir Clowdisley Shovell","https://api.nga.gov/iiif/3a5decbc-9cce-4804-93c1-7c29806d8f55/full/!200,200/0/default.jpg","Painting"
"Francis Basset, Lord de Dunstanville","https://api.nga.gov/iiif/3a5e73a5-9f7d-41cb-91ce-8598e589fc8c/full/!200,200/0/default.jpg","Painting"
"Eddy Cassatt (Edward Buchanan Cassatt)","https://api.nga.gov/iiif/3957d0b7-ae16-48b6-8046-dcf8bbd3ec1e/full/!200,200/0/default.jpg","Painting"
"Landscape at Les Pâtis, Pontoise","https://api.nga.gov/iiif/39a9ac6c-8098-491f-8a9f-b517567275d5/full/!200,200/0/default.jpg","Painting"
"Madonna and Child in a Landscape","https://api.nga.gov/iiif/39eccc24-0e44-4e47-bbc2-24d5cacd4417/full/!200,200/0/default.jpg","Painting"
"A Horse Hitched to a Post","https://api.nga.gov/iiif/3a81bf90-a961-468d-ae12-1d981e11247a/full/!200,200/0/default.jpg","Painting"
"A Connibo Indian Family","https://api.nga.gov/iiif/3a637f60-9001-4944-9aac-31531181c5ed/full/!200,200/0/default.jpg","Painting"
"The Feast of the Gods","https://api.nga.gov/iiif/3a640014-a2f0-4cd4-b440-979f62316da2/full/!200,200/0/default.jpg","Painting"
"Evocation of Roussel","https://api.nga.gov/iiif/3a66581f-ed84-47d2-994c-de44b957caef/full/!200,200/0/default.jpg","Painting"
"Sweet Tremulous Leaves","https://api.nga.gov/iiif/3a88cafe-693c-4197-9455-0403e3403415/full/!200,200/0/default.jpg","Painting"
"Woman Sewing","https://api.nga.gov/iiif/3abd5083-e458-48ef-b5fa-bfe5c61495a7/full/!200,200/0/default.jpg","Painting"
"Venus and Adonis","https://api.nga.gov/iiif/3ac12dea-a484-485d-9fc2-0b4a6841515b/full/!200,200/0/default.jpg","Painting"
"Coast of Brittany","https://api.nga.gov/iiif/3aabc076-e658-48c9-b48c-d6ce8a868bde/full/!200,200/0/default.jpg","Painting"
"Ball-Play of the Women - Sioux","https://api.nga.gov/iiif/3add67e6-636d-4bfa-b7e9-33e5a9c834f6/full/!200,200/0/default.jpg","Painting"
"La Fiat aux pare-chocs (The Fiat with Bumpers)","https://api.nga.gov/iiif/3acf728c-567c-40bd-9924-b554c5ec0fa9/full/!200,200/0/default.jpg","Painting"
"Bacchus and Ariadne","https://api.nga.gov/iiif/3b398f2e-ba99-4455-b55f-824e39f849f5/full/!200,200/0/default.jpg","Painting"
"Agnes Gordon Higginson Fuller (Mrs. George Fuller)","https://api.nga.gov/iiif/3b018e6e-25f6-48f8-b7d8-0ce9e5596d8f/full/!200,200/0/default.jpg","Painting"
"Reclining Nude","https://api.nga.gov/iiif/3b0bb9c7-c0cc-4fba-b0b9-3c6e6531987b/full/!200,200/0/default.jpg","Painting"
"Three Esquimaux","https://api.nga.gov/iiif/3bb66a1d-6b79-4a63-b397-a300ac41b6e1/full/!200,200/0/default.jpg","Painting"
"Peinture 195 x 130 cm, 1955","https://api.nga.gov/iiif/3b4deb5c-7c1c-4d67-bc5f-56bbde0a1bed/full/!200,200/0/default.jpg","Painting"
"Tulip","https://api.nga.gov/iiif/3b5e8786-b539-466a-be26-6b6d0d1e856d/full/!200,200/0/default.jpg","Painting"
"The Artist's Paint Box and Moss Roses","https://api.nga.gov/iiif/3b7dee26-9cc0-4b0a-9e3c-3a16358d3e34/full/!200,200/0/default.jpg","Painting"
"Summon up, #11","https://api.nga.gov/iiif/3b816949-252c-44b4-b77e-4e55d5c17e54/full/!200,200/0/default.jpg","Painting"
"George Cotton Smith","https://api.nga.gov/iiif/3bb9a72d-d8e0-4364-9423-28aaacdbbb44/full/!200,200/0/default.jpg","Painting"
"Thomas Paine","https://api.nga.gov/iiif/3bce5798-6a21-4b3c-b8d7-bd883928df1d/full/!200,200/0/default.jpg","Painting"
"Bird's Eye View of the New York Convention Center under Construction","https://api.nga.gov/iiif/3bc8d371-eb64-455e-8f3d-652ed35d0b70/full/!200,200/0/default.jpg","Painting"
"Elizabeth Denison","https://api.nga.gov/iiif/3ba6e188-393a-46ce-b7ec-9b4805a0493a/full/!200,200/0/default.jpg","Painting"
"No. 6 (?)","https://api.nga.gov/iiif/3bdea826-57df-4697-aba8-6b578ea73d9f/full/!200,200/0/default.jpg","Painting"
"Buddha's Flowers: Lotus, Tokyo","https://api.nga.gov/iiif/3ba8ddc1-4c33-4b79-a3b9-e999b1d9b6f7/full/!200,200/0/default.jpg","Painting"
"Moon","https://api.nga.gov/iiif/3be11a31-8053-44fd-8fec-3bf9c57c68a6/full/!200,200/0/default.jpg","Painting"
"Green Plums","https://api.nga.gov/iiif/3c2dcfb1-a13c-4137-876a-b5481a4de8cd/full/!200,200/0/default.jpg","Painting"
"Abigail Smith Adams (Mrs. John Adams)","https://api.nga.gov/iiif/3c07a617-32b9-4527-be7c-1cef37ca41ef/full/!200,200/0/default.jpg","Painting"
"Camanchee Horsemanship","https://api.nga.gov/iiif/3c0d78e8-bd6d-4eae-ae1b-9bc565fdacc8/full/!200,200/0/default.jpg","Painting"
"Five Children of the Budd Family","https://api.nga.gov/iiif/3bfea933-376c-4fe6-9e3d-2d005131b3b1/full/!200,200/0/default.jpg","Painting"
"View of the Mill and Bridge on the Noordwest Buitensingel in The Hague","https://api.nga.gov/iiif/3c7329d7-5753-4228-a465-50e6399866e9/full/!200,200/0/default.jpg","Painting"
"The Rebuke of Adam and Eve","https://api.nga.gov/iiif/3c055a39-8158-4498-9178-74147a5fd385/full/!200,200/0/default.jpg","Painting"
"Three Delaware Indians","https://api.nga.gov/iiif/3c1508e9-9540-4ee5-8b74-53d15ac8be27/full/!200,200/0/default.jpg","Painting"
"Portrait of a Lady","https://api.nga.gov/iiif/3c4d40ea-b148-4a1f-b0d8-840929cbb973/full/!200,200/0/default.jpg","Painting"
"The Railway","https://api.nga.gov/iiif/3c501c01-f1eb-42be-ac8f-21e06527c687/full/!200,200/0/default.jpg","Painting"
"I See Red: Target","https://api.nga.gov/iiif/3ca72b28-25bc-4ef1-8832-98b4ed50a19c/full/!200,200/0/default.jpg","Painting"
"Study of Lilia","https://api.nga.gov/iiif/3c84677d-13b9-4a27-a3ca-2e6705bdd4f0/full/!200,200/0/default.jpg","Painting"
"La Salle Crossing Lake Michigan on the Ice.  December 8, 1681","https://api.nga.gov/iiif/3cac97af-2d68-4d7f-82a6-62b7ca1c550b/full/!200,200/0/default.jpg","Painting"
"Winter in Holland: Skating Scene","https://api.nga.gov/iiif/3cc32a62-fdac-43f2-a33b-f26ea78093b6/full/!200,200/0/default.jpg","Painting"
"Still Life","https://api.nga.gov/iiif/3cbe6c4a-79c1-479a-b0d3-3ac903c96310/full/!200,200/0/default.jpg","Painting"
"View on Lake George","https://api.nga.gov/iiif/3c8e7a1c-a350-4078-8105-75b70de00b33/full/!200,200/0/default.jpg","Painting"
"Mr. Motte","https://api.nga.gov/iiif/3cc55e7b-d6bd-4b5f-98a3-7a6dc19a450b/full/!200,200/0/default.jpg","Painting"
"Untitled (Red and Gray)","https://api.nga.gov/iiif/3d1f23be-b282-466e-92d1-f7a1380696c5/full/!200,200/0/default.jpg","Painting"
"Saint John the Baptist","https://api.nga.gov/iiif/3c95ac77-d680-46b1-bdeb-2add2b0c34e0/full/!200,200/0/default.jpg","Painting"
"Still Life of Fruit","https://api.nga.gov/iiif/3c99a562-8fe4-4f14-ae89-45b8dad18ca7/full/!200,200/0/default.jpg","Painting"
"The Great Ant-Eater","https://api.nga.gov/iiif/3ce303c0-b809-4749-b1c4-a00e82c0c58b/full/!200,200/0/default.jpg","Painting"
"Children Playing on the Beach","https://api.nga.gov/iiif/3d5444ce-2848-4ba2-9ed7-fea28a480fa7/full/!200,200/0/default.jpg","Painting"
"Untitled","https://api.nga.gov/iiif/3d349249-a816-424a-bd19-46064741963a/full/!200,200/0/default.jpg","Painting"
"Rush Harrison Kress","https://api.nga.gov/iiif/3d57a9e5-448f-4da3-a2ee-19b27a1b46c5/full/!200,200/0/default.jpg","Painting"
"Portrait of an Almoner of Antwerp","https://api.nga.gov/iiif/3dddd187-5008-4183-8fa6-6ae29853744b/full/!200,200/0/default.jpg","Painting"
"Madame Amédée (Woman with Cigarette)","https://api.nga.gov/iiif/3d8f8b92-a126-430a-9b60-b7956703305d/full/!200,200/0/default.jpg","Painting"
"John Bill Ricketts","https://api.nga.gov/iiif/3dc56a71-7908-43fc-bb46-32c575540836/full/!200,200/0/default.jpg","Painting"
"Joshua Commanding the Sun to Stand Still upon Gibeon","https://api.nga.gov/iiif/3dc78f93-b6c9-4dfd-a665-b7b1759e5f4c/full/!200,200/0/default.jpg","Painting"
"Facsimile of a Pawnee Doctor's Robe with Fantastic Professional Designs","https://api.nga.gov/iiif/3e054547-2cc5-4b32-8121-7c81aa3f1af9/full/!200,200/0/default.jpg","Painting"
"Singerie: The Picnic","https://api.nga.gov/iiif/3e095604-1170-4330-9ccc-bfcdac6044ce/full/!200,200/0/default.jpg","Painting"
"Untitled","https://api.nga.gov/iiif/3e0d0b6d-c621-4cb5-ab63-853de3d63bd6/full/!200,200/0/default.jpg","Painting"
"The Healing of Palladia by Saint Cosmas and Saint Damian","https://api.nga.gov/iiif/3d44d981-1d36-446d-a6ac-e755be3f7c5e/full/!200,200/0/default.jpg","Painting"
"Valdemosa, Majorca: Thistles and Herbage on a Hillside","https://api.nga.gov/iiif/3df49ea6-27c1-4bf6-a122-3e996abc5a5b/full/!200,200/0/default.jpg","Painting"
"Three Iowa Indians","https://api.nga.gov/iiif/3e11c2b5-d94c-4da9-a5d4-823fa1f9e885/full/!200,200/0/default.jpg","Painting"
"The Bashful Cousin","https://api.nga.gov/iiif/3de2febf-d9a3-48c7-aa80-31fe01a0cf60/full/!200,200/0/default.jpg","Painting"
"John Smith Warner (?)","https://api.nga.gov/iiif/3e131331-3120-46f3-8684-b4170cbe6e39/full/!200,200/0/default.jpg","Painting"
"Elisha Doane","https://api.nga.gov/iiif/3e1465ce-8f09-4fd5-997b-972baa545344/full/!200,200/0/default.jpg","Painting"
"Capture of the ""Savannah"" by the ""U.S.S. Perry""","https://api.nga.gov/iiif/3de53820-9a39-4c57-b8a7-d83a4f8158bb/full/!200,200/0/default.jpg","Painting"
"Negro Boys on the Quayside","https://api.nga.gov/iiif/3e4cc0c1-3819-44c0-9d05-ead43796fa73/full/!200,200/0/default.jpg","Painting"
"Portrait of a Nobleman","https://api.nga.gov/iiif/3e251ae5-41b0-4528-9acc-ea3178607a63/full/!200,200/0/default.jpg","Painting"
"Untitled (figure lying on park bench)","https://api.nga.gov/iiif/3e7328f2-553c-4127-aa0b-034b7f81c46b/full/!200,200/0/default.jpg","Painting"
"Ships in a Gale","https://api.nga.gov/iiif/3e51ce09-d263-4840-a6b3-6186848f3cb2/full/!200,200/0/default.jpg","Painting"
"Madonna of the Goldfinch","https://api.nga.gov/iiif/3e77b2e1-a36a-482f-85f8-96eaf89b679a/full/!200,200/0/default.jpg","Painting"
"Two Women","https://api.nga.gov/iiif/3ea7db5f-8f76-4e57-902d-1b350501b03e/full/!200,200/0/default.jpg","Painting"
"Untitled (String Quartet)","https://api.nga.gov/iiif/3e7ce992-21ec-43f8-a2fd-bf4281953002/full/!200,200/0/default.jpg","Painting"
"Swiss Landscape","https://api.nga.gov/iiif/3edbebac-16d5-48d2-a57f-54bad01e19b1/full/!200,200/0/default.jpg","Painting"
"Lieutenant-General Sir Thomas Picton","https://api.nga.gov/iiif/3ee71759-f61f-4835-b43d-5a69ac2b0f6d/full/!200,200/0/default.jpg","Painting"
"Madonna and Child with Saint Jerome and Saint John the Baptist","https://api.nga.gov/iiif/3ec34856-8851-4913-8af2-a58605f45d2a/full/!200,200/0/default.jpg","Painting"
"The Bather","https://api.nga.gov/iiif/3f06ff12-3da9-499e-976e-5f2361f7e2ff/full/!200,200/0/default.jpg","Painting"
"Untitled (I Am a Man)","https://api.nga.gov/iiif/3ef44469-9226-45e7-8e2c-1cc45736d63a/full/!200,200/0/default.jpg","Painting"
"Apache Dancer (Bleecker Street Tavern Mural)","https://api.nga.gov/iiif/3ecb26b3-4f8f-470b-b732-b5b105a417bd/full/!200,200/0/default.jpg","Painting"
"Untitled","https://api.nga.gov/iiif/400abd62-6ac0-4656-80f2-5d1a7fbb7cb8/full/!200,200/0/default.jpg","Painting"
"Hampton Court Green","https://api.nga.gov/iiif/3f119583-f306-4b54-a3c4-e2a1978a3cf7/full/!200,200/0/default.jpg","Painting"
"Waiting for the Stage","https://api.nga.gov/iiif/3f2e5dae-30af-442a-baa4-4541853b756b/full/!200,200/0/default.jpg","Painting"
"My Family","https://api.nga.gov/iiif/3f8ce7ab-561c-45b4-9ea6-ed1333a7af32/full/!200,200/0/default.jpg","Painting"
