"title","url","classification"
"White Beeches in Fall","https://api.nga.gov/iiif/91220230-cdf8-48d1-bee0-aebd25d257bc/full/!200,200/0/default.jpg","Painting"
"Mrs. Harlow A. Pease","https://api.nga.gov/iiif/916c3a9d-8ab5-457f-83d9-17346704f492/full/!200,200/0/default.jpg","Painting"
"View of Rhenen","https://api.nga.gov/iiif/914bf684-18c8-43a5-80ba-5ff509cb3ee4/full/!200,200/0/default.jpg","Painting"
"The Needlewoman","https://api.nga.gov/iiif/9150722c-f34d-484b-aa58-4079c7e85850/full/!200,200/0/default.jpg","Painting"
"I Think I'll...","https://api.nga.gov/iiif/9142dc54-1e27-48b3-b556-10634e71303f/full/!200,200/0/default.jpg","Painting"
"In the Park","https://api.nga.gov/iiif/91708b9f-9893-4fd8-84db-fbc322226367/full/!200,200/0/default.jpg","Painting"
"Biel Le Doyt","https://api.nga.gov/iiif/91c27b58-20be-4a10-bd49-aa7366c7c89d/full/!200,200/0/default.jpg","Painting"
"SONG OF SOLOMON 5:16 – BE BEEWORLD: BE B BOY B GIRL (after “Emperor Xuanzong and Yang Gueifei playing the same flute,” by Utamaro Kitagawa)","https://api.nga.gov/iiif/918c7a8f-6649-4c88-8075-7d2b6d925282/full/!200,200/0/default.jpg","Painting"
"Coming and Going","https://api.nga.gov/iiif/91b53645-7e28-4484-809a-448fa286ae13/full/!200,200/0/default.jpg","Painting"
"Portrait of a Woman","https://api.nga.gov/iiif/91c96ba0-c1ed-45fb-a439-dbaafa333977/full/!200,200/0/default.jpg","Painting"
"The Madonna of the Stars","https://api.nga.gov/iiif/91ca99e1-ae3a-4d85-bad0-28aab352eccb/full/!200,200/0/default.jpg","Painting"
"Peinture 130 x 97 cm, 18 septembre 1980","https://api.nga.gov/iiif/91f6260c-bd79-490b-ad59-9ee0cc892161/full/!200,200/0/default.jpg","Painting"
"Untitled (still life) [obverse]","https://api.nga.gov/iiif/91f7d612-639b-4560-8493-29033895cec4/full/!200,200/0/default.jpg","Painting"
"La Salle Erecting a Cross and Taking Possession of the Land.  March 25, 1682","https://api.nga.gov/iiif/9215f050-0994-4951-9cb5-e095c2d7fb92/full/!200,200/0/default.jpg","Painting"
"Nude on a Divan","https://api.nga.gov/iiif/91f2028c-e82c-4bfa-826f-65d85f6a447f/full/!200,200/0/default.jpg","Painting"
"RIGHT HAND DOD-050577","https://api.nga.gov/iiif/91f3f054-2667-4b1b-92f8-387a485f9ac1/full/!200,200/0/default.jpg","Painting"
"Still Life with Nautilus Cup","https://api.nga.gov/iiif/92127aae-832a-4879-994e-2a7d06dba839/full/!200,200/0/default.jpg","Painting"
"A Little Sioux Village","https://api.nga.gov/iiif/922237fa-8c07-4f93-ad65-460bf2d11bac/full/!200,200/0/default.jpg","Painting"
"Seapiece: Off the French Coast","https://api.nga.gov/iiif/929536fc-a868-4379-882f-21e6f98865ae/full/!200,200/0/default.jpg","Painting"
"Nora McMullen Mellon (Mrs. Andrew W. Mellon)","https://api.nga.gov/iiif/9267e055-2006-431a-98a6-5c5498f3ad4e/full/!200,200/0/default.jpg","Painting"
"Before the Storm","https://api.nga.gov/iiif/924cb48a-cde6-4204-9beb-a2916a065157/full/!200,200/0/default.jpg","Painting"
"The Spirit of War","https://api.nga.gov/iiif/9275ca20-98a8-4e88-af2a-98fa672ec8e6/full/!200,200/0/default.jpg","Painting"
"The Bullfight","https://api.nga.gov/iiif/92bf6016-0d0e-4739-999f-cc7e2bafcbaf/full/!200,200/0/default.jpg","Painting"
"Frances Ludlum Morris (Mrs. Robert Morris) (?)","https://api.nga.gov/iiif/92fcb5f7-aa96-4a92-9566-65a954555d67/full/!200,200/0/default.jpg","Painting"
"View of the Crystal Mountains, Brazil","https://api.nga.gov/iiif/92dde48c-02ca-4e45-9bd1-90b9a2e3443d/full/!200,200/0/default.jpg","Painting"
"Joseph Gales","https://api.nga.gov/iiif/92fcc011-40b7-47a7-b023-35418b8f62a4/full/!200,200/0/default.jpg","Painting"
"Via Appia Antica","https://api.nga.gov/iiif/92fe5a54-69f8-4525-a93d-3553daad3890/full/!200,200/0/default.jpg","Painting"
"Nude Woman with Basket of Fruit","https://api.nga.gov/iiif/932b8b31-1e07-41a0-87cd-7f943a69c608/full/!200,200/0/default.jpg","Painting"
"Les Gorges du Loup","https://api.nga.gov/iiif/93057b07-b9d8-4710-bde1-c0fef2e16de3/full/!200,200/0/default.jpg","Painting"
"Brittany Landscape","https://api.nga.gov/iiif/931a47ee-9891-4040-a5f0-0308c4e4c2c2/full/!200,200/0/default.jpg","Painting"
"The Barge 'St. Tropez' in the Harbor of Cannes","https://api.nga.gov/iiif/931cea1e-795e-4d18-b7a6-635c8132dba0/full/!200,200/0/default.jpg","Painting"
"Still Life with Lemons","https://api.nga.gov/iiif/932d6d65-ae46-4e73-8637-2e95f8d1e1d4/full/!200,200/0/default.jpg","Painting"
"The Female Eagle - Shawano","https://api.nga.gov/iiif/9330041d-ca38-4319-aa12-6c10a784f88a/full/!200,200/0/default.jpg","Painting"
"Still Life with Sweets and Pottery","https://api.nga.gov/iiif/939e38de-4d5f-416b-9cb4-2eea07e58793/full/!200,200/0/default.jpg","Painting"
"Three Selish Indians","https://api.nga.gov/iiif/934f0be6-1232-4efc-b4b2-b334eee42247/full/!200,200/0/default.jpg","Painting"
"Untitled","https://api.nga.gov/iiif/93510541-dae7-4cb6-9b27-23738bf0a663/full/!200,200/0/default.jpg","Painting"
"Blue Eyes","https://api.nga.gov/iiif/93d635dc-374b-4205-a41c-0bde5c40e927/full/!200,200/0/default.jpg","Painting"
"Name Painting (1935-1963) #1","https://api.nga.gov/iiif/93c50937-c0b8-4bd9-bcd2-883b2f4685d3/full/!200,200/0/default.jpg","Painting"
"Maryland Heights: Siege of Harpers Ferry","https://api.nga.gov/iiif/93abac1f-231d-4f75-ba62-483102ad71f4/full/!200,200/0/default.jpg","Painting"
"The Younger Generation","https://api.nga.gov/iiif/93b3aeca-e6f8-4824-83ca-77c82dd1fa35/full/!200,200/0/default.jpg","Painting"
"Claude Monet","https://api.nga.gov/iiif/93d0b993-6291-44bc-bd2f-4b5b35e31473/full/!200,200/0/default.jpg","Painting"
"Little Girl in Lavender","https://api.nga.gov/iiif/9456f674-fe6e-4503-b26e-ddaf37a30bc7/full/!200,200/0/default.jpg","Painting"
"Untitled","https://api.nga.gov/iiif/9404c52f-5203-40a0-b4ca-ec3bd64273bb/full/!200,200/0/default.jpg","Painting"
"Still Life","https://api.nga.gov/iiif/9407728e-20d4-4328-bcc2-2daba99ed795/full/!200,200/0/default.jpg","Painting"
"Portrait of a Man","https://api.nga.gov/iiif/94159e6b-70ff-4ba6-8331-3674bc9176d5/full/!200,200/0/default.jpg","Painting"
"Unlocked","https://api.nga.gov/iiif/9495ad2d-0111-4f68-8410-5ee23988d17e/full/!200,200/0/default.jpg","Painting"
"The Fence","https://api.nga.gov/iiif/94413b0f-688f-4cf4-9a08-f52e836faab4/full/!200,200/0/default.jpg","Painting"
"Parau na te Varua ino (Words of the Devil)","https://api.nga.gov/iiif/944afd93-9c4a-47e4-be24-c0d2890f3ae6/full/!200,200/0/default.jpg","Painting"
"Rug","https://api.nga.gov/iiif/947b083e-ac54-4635-9c78-84d7d76bb389/full/!200,200/0/default.jpg","Painting"
"Funeral of Black Hawk - Saukie","https://api.nga.gov/iiif/943d741c-be4d-418b-85ad-3b6628aa0a4c/full/!200,200/0/default.jpg","Painting"
"Three Pears","https://api.nga.gov/iiif/94c5f4be-a130-4fd2-8de7-3992bf7421a6/full/!200,200/0/default.jpg","Painting"
"The Neigh of an Iron Horse","https://api.nga.gov/iiif/94a303f0-de33-4733-90c7-df60af5d217b/full/!200,200/0/default.jpg","Painting"
"Saint John the Baptist","https://api.nga.gov/iiif/94cdc5c9-d11f-4326-b12d-db13643e4865/full/!200,200/0/default.jpg","Painting"
"Boats on a Beach, Etretat","https://api.nga.gov/iiif/94c31f42-4c02-483a-9d70-ee9d8534f4e5/full/!200,200/0/default.jpg","Painting"
"Lady and Gentleman on Horseback","https://api.nga.gov/iiif/94c41c4c-519c-4fba-bdcc-0f712376ceff/full/!200,200/0/default.jpg","Painting"
"Minna [or] The Blue Dress","https://api.nga.gov/iiif/9512f9fe-b7cf-419f-b6ec-c515c24ff95f/full/!200,200/0/default.jpg","Painting"
"No. 4","https://api.nga.gov/iiif/94ee4437-673c-484f-b3b5-c502db27fefd/full/!200,200/0/default.jpg","Painting"
"Thomas Alston","https://api.nga.gov/iiif/94fe4654-86af-4d6c-ada0-3ca4bdf809ea/full/!200,200/0/default.jpg","Painting"
"Two Ottoe Chiefs and a Woman","https://api.nga.gov/iiif/95016c67-ce35-4459-ae97-781ead08d167/full/!200,200/0/default.jpg","Painting"
"Alsa Slade","https://api.nga.gov/iiif/9532824b-2c14-44bc-889c-138047573604/full/!200,200/0/default.jpg","Painting"
"Watermelon and Grapes","https://api.nga.gov/iiif/9523e580-1616-4596-b581-3d543569d279/full/!200,200/0/default.jpg","Painting"
"Mired Buffalo and Wolves","https://api.nga.gov/iiif/9516feae-fcd3-44ff-9e93-fc9fa39ad063/full/!200,200/0/default.jpg","Painting"
"Daybreak - A Time to Rest","https://api.nga.gov/iiif/9539c713-69cd-4d93-b1ca-a093e61db2bc/full/!200,200/0/default.jpg","Painting"
"Woman Seated under the Willows","https://api.nga.gov/iiif/9572178c-0a80-4e74-88bd-4bf3547e8eeb/full/!200,200/0/default.jpg","Painting"
"Wreck of the Aimable, on the Coast of Texas. 1685","https://api.nga.gov/iiif/95498e8e-4ddc-472d-a782-316242a4ecde/full/!200,200/0/default.jpg","Painting"
"Pawneepict Chief, Two Daughters, and a Warrior","https://api.nga.gov/iiif/9555b8f1-32a6-4dc6-945a-33a5833d4606/full/!200,200/0/default.jpg","Painting"
"The Madonna of Humility","https://api.nga.gov/iiif/955ee859-1172-48d6-b5b3-189857de82f0/full/!200,200/0/default.jpg","Painting"
"A Sepibo Village","https://api.nga.gov/iiif/958fa69b-a978-4041-a17b-c3dba5fa684d/full/!200,200/0/default.jpg","Painting"
"Abraham Lincoln","https://api.nga.gov/iiif/9573ae89-ce7b-4500-b999-990c83b830fe/full/!200,200/0/default.jpg","Painting"
"Château Noir","https://api.nga.gov/iiif/957d7147-9e54-473f-bd03-79b84d327c59/full/!200,200/0/default.jpg","Painting"
"Wind from the Sea","https://api.nga.gov/iiif/9583c3cd-4ae8-4222-915d-bf8407f15b17/full/!200,200/0/default.jpg","Painting"
"Divertissement","https://api.nga.gov/iiif/9586c8df-2df5-4faa-bd8e-6433bd3eee5f/full/!200,200/0/default.jpg","Painting"
"Untitled","https://api.nga.gov/iiif/95eea010-a09a-469e-9fab-be2a33344981/full/!200,200/0/default.jpg","Painting"
"Untitled (still life with pitcher)","https://api.nga.gov/iiif/9587326f-09ac-473b-aaf7-24bcb272fa41/full/!200,200/0/default.jpg","Painting"
"The Crucifixion with the Converted Centurion","https://api.nga.gov/iiif/9591f4f7-5344-4a18-9381-89d79c8f4cda/full/!200,200/0/default.jpg","Painting"
"Music","https://api.nga.gov/iiif/95c618df-9ac9-458b-9b9a-af29ca765dba/full/!200,200/0/default.jpg","Painting"
"Pastoral Landscape","https://api.nga.gov/iiif/95cea25c-e880-4054-bc81-15ea37a5eb8a/full/!200,200/0/default.jpg","Painting"
"Orange Distorted Square-Circle","https://api.nga.gov/iiif/95d7ed89-6f8a-4a96-bc0c-07deac2b2b6c/full/!200,200/0/default.jpg","Painting"
"Tourn Mountain, Head Quarters of Washington, Rockland Co., New York","https://api.nga.gov/iiif/9687511d-46ab-4830-b276-859bee80eb6d/full/!200,200/0/default.jpg","Painting"
"Madame David","https://api.nga.gov/iiif/96140f3f-0521-47de-9d75-ed0b8b7d30f1/full/!200,200/0/default.jpg","Painting"
"Pipe Dance - Assinneboine","https://api.nga.gov/iiif/964401f2-85b1-47f9-8352-1200aa2610b1/full/!200,200/0/default.jpg","Painting"
"Untitled","https://api.nga.gov/iiif/96797e24-e505-463d-b632-8b6138018f87/full/!200,200/0/default.jpg","Painting"
"Louis Husson","https://api.nga.gov/iiif/962bce46-464f-4390-8488-f9c8233d49ae/full/!200,200/0/default.jpg","Painting"
"The Start of the Hunt","https://api.nga.gov/iiif/96394d47-b61d-4651-85c2-4452fde6ef99/full/!200,200/0/default.jpg","Painting"
"Fantasy at Dawn [reverse]","https://api.nga.gov/iiif/9639d3f8-729f-492d-93d0-1fe0a13d2ba1/full/!200,200/0/default.jpg","Painting"
"Connecticut Sea Captain","https://api.nga.gov/iiif/966daf66-223c-4e5c-9b7a-64b0de6bc83c/full/!200,200/0/default.jpg","Painting"
"Grace Allison McCurdy (Mrs. Hugh McCurdy) and Her Daughters, Mary Jane and Letitia Grace","https://api.nga.gov/iiif/9693cf05-1a96-4da7-ab21-dfa2f10e81b6/full/!200,200/0/default.jpg","Painting"
"William Rogers","https://api.nga.gov/iiif/968ea81d-95f1-4c38-9e68-962575252b3b/full/!200,200/0/default.jpg","Painting"
"Houses in Provence: The Riaux Valley near L'Estaque","https://api.nga.gov/iiif/96a750e5-76bb-4773-892e-d73d79d671a8/full/!200,200/0/default.jpg","Painting"
"Lucrezia Sommaria","https://api.nga.gov/iiif/96a8ace4-a8af-427a-979b-8fcf26cd5402/full/!200,200/0/default.jpg","Painting"
"Christ at the Sea of Galilee","https://api.nga.gov/iiif/96d0a15c-9a96-44a0-81be-e5d5c4872451/full/!200,200/0/default.jpg","Painting"
"In the Forest","https://api.nga.gov/iiif/96adf641-cc97-46de-8447-ebfb678b9840/full/!200,200/0/default.jpg","Painting"
"Piano Scuro","https://api.nga.gov/iiif/96afed4c-22fe-4bed-9fb6-b1b384bf9094/full/!200,200/0/default.jpg","Painting"
"Anna Maria Cumpston","https://api.nga.gov/iiif/96b0b93a-0689-4852-9c3b-83eafd53c647/full/!200,200/0/default.jpg","Painting"
"Saint Catherine","https://api.nga.gov/iiif/96c30b07-4c63-4cd8-84b3-92566494fe34/full/!200,200/0/default.jpg","Painting"
"Grizzly Bears Attacking Buffalo","https://api.nga.gov/iiif/96c9561e-e423-4ec0-969e-ddd8479bb7e4/full/!200,200/0/default.jpg","Painting"
"Antigone","https://api.nga.gov/iiif/96ccc925-3530-491b-b966-a4b8a927574c/full/!200,200/0/default.jpg","Painting"
"Marie Harriman","https://api.nga.gov/iiif/970db8cc-9b16-4674-888a-4653cfd28b6a/full/!200,200/0/default.jpg","Painting"
"Mount Vernon","https://api.nga.gov/iiif/9729c6ff-802c-4b44-8df2-e2d26dff627b/full/!200,200/0/default.jpg","Painting"
"A Dessert","https://api.nga.gov/iiif/970feb51-ee9f-422f-a6ba-e13a3d708c4c/full/!200,200/0/default.jpg","Painting"
"Peasant Girl with a Straw Hat","https://api.nga.gov/iiif/973f15d7-f2ab-4002-af7a-19fdd269453c/full/!200,200/0/default.jpg","Painting"
"Still Life with Mustard Pot","https://api.nga.gov/iiif/974113d9-ccb8-490a-8ef0-66e77db76948/full/!200,200/0/default.jpg","Painting"
"The Western Ramparts at Aigues-Mortes","https://api.nga.gov/iiif/97460341-dbc0-4d49-84fa-cf52b6ca7324/full/!200,200/0/default.jpg","Painting"
"Saint Martin Dividing His Cloak","https://api.nga.gov/iiif/974b5ba2-dbe1-4167-bf51-e069624fbb70/full/!200,200/0/default.jpg","Painting"
"One Year the Milkweed","https://api.nga.gov/iiif/98014fdf-628f-4fa6-8afe-f037471b1be1/full/!200,200/0/default.jpg","Painting"
"The White Cloud, Head Chief of the Iowas","https://api.nga.gov/iiif/976516e2-138f-4a15-9eb1-301c001dcaee/full/!200,200/0/default.jpg","Painting"
"William Henry Vining","https://api.nga.gov/iiif/976dcdba-cccf-4bb2-8f11-28b7275a6210/full/!200,200/0/default.jpg","Painting"
"Transfluent Lines","https://api.nga.gov/iiif/97dd1001-8224-4506-872c-df85d53d7c47/full/!200,200/0/default.jpg","Painting"
"Untitled (female nude standing by a fireplace)","https://api.nga.gov/iiif/97c201c7-5762-4c2f-b4f1-10e1604f311a/full/!200,200/0/default.jpg","Painting"
"Tarquin and Lucretia","https://api.nga.gov/iiif/97c69a77-0dab-4ee0-81ab-612f26582e45/full/!200,200/0/default.jpg","Painting"
"Child with Blond Hair","https://api.nga.gov/iiif/98081c82-5126-40f2-b351-042f6819272e/full/!200,200/0/default.jpg","Painting"
"Untitled","https://api.nga.gov/iiif/9855fd77-7934-46b4-9fb0-a62333aba636/full/!200,200/0/default.jpg","Painting"
"_Roses de Nice_ on a Table","https://api.nga.gov/iiif/98627c1a-eb19-4c97-b1b0-193c4586dd9a/full/!200,200/0/default.jpg","Painting"
"Peach Blossom","https://api.nga.gov/iiif/98459286-8b99-42e6-8f42-551a4f9562a2/full/!200,200/0/default.jpg","Painting"
"Wooded Landscape with Travelers","https://api.nga.gov/iiif/987bd9f9-cfbd-4f4e-b0a4-0d11709f18ac/full/!200,200/0/default.jpg","Painting"
"New England Village","https://api.nga.gov/iiif/98dd85ed-73a4-4251-9a3c-ff6bee9094a3/full/!200,200/0/default.jpg","Painting"
"The Colza (Harvesting Rapeseed)","https://api.nga.gov/iiif/989a51f2-9bc7-4e9e-84ee-c1eb44591d45/full/!200,200/0/default.jpg","Painting"
"Saigon, Minnesota","https://api.nga.gov/iiif/98925726-ed68-415a-8a19-f80ec22c3cb8/full/!200,200/0/default.jpg","Painting"
"Paul Mellon","https://api.nga.gov/iiif/98fd22d3-ce45-4de0-b482-440266bc8f66/full/!200,200/0/default.jpg","Painting"
"Breakfast","https://api.nga.gov/iiif/98c75819-17ec-4674-82c9-1dd4d738db0e/full/!200,200/0/default.jpg","Painting"
"Washington before Yorktown","https://api.nga.gov/iiif/990b6b8d-118e-4302-83b9-9a6e184515e4/full/!200,200/0/default.jpg","Painting"
"Horace Binney","https://api.nga.gov/iiif/98e476f3-8940-4bd6-b2ce-1a335f4f04eb/full/!200,200/0/default.jpg","Painting"
"The Willows","https://api.nga.gov/iiif/98e60cb0-0cd5-42ec-8e2f-373104b12e3f/full/!200,200/0/default.jpg","Painting"
"Hippolyte Lavoignat","https://api.nga.gov/iiif/99734bba-2a60-4f2f-8068-4aa0042b8708/full/!200,200/0/default.jpg","Painting"
"Maneuver for Position","https://api.nga.gov/iiif/995815bc-78b9-450e-b597-49669119c20f/full/!200,200/0/default.jpg","Painting"
"Portrait of a Clergyman (Johann Dorsch?)","https://api.nga.gov/iiif/9931c64e-f49b-440b-9ca8-7eea19df3c1f/full/!200,200/0/default.jpg","Painting"
"Portrait of Rembrandt","https://api.nga.gov/iiif/99356b71-7652-482d-87c2-b99b94382742/full/!200,200/0/default.jpg","Painting"
"Woman with a Parasol - Madame Monet and Her Son","https://api.nga.gov/iiif/99758d9d-c10b-4d02-a198-7e49afb1f3a6/full/!200,200/0/default.jpg","Painting"
"Eighth Station","https://api.nga.gov/iiif/99e0bb42-8c67-4bba-814b-5734b915dc19/full/!200,200/0/default.jpg","Painting"
"Saint Louis of Toulouse","https://api.nga.gov/iiif/99820c90-ed52-4981-9954-bd0512acacfc/full/!200,200/0/default.jpg","Painting"
"Eleventh Station","https://api.nga.gov/iiif/99bb815d-983b-45ff-8352-cefea952c751/full/!200,200/0/default.jpg","Painting"
"Penelope","https://api.nga.gov/iiif/99d2a209-9fdb-4076-ad4d-0c9835ea2b51/full/!200,200/0/default.jpg","Painting"
"Henry Theodore Tuckerman","https://api.nga.gov/iiif/9a17a98d-5e76-4631-b4fa-003b99cc1af3/full/!200,200/0/default.jpg","Painting"
"6 Figures","https://api.nga.gov/iiif/9a02e321-70bf-4542-ba40-dfa0237d53bb/full/!200,200/0/default.jpg","Painting"
"Indians and Horses in the Forest","https://api.nga.gov/iiif/99edf3f7-4a5c-4199-a300-bd7e4305319d/full/!200,200/0/default.jpg","Painting"
"Sunny Side of the Street","https://api.nga.gov/iiif/9a1db69b-f57c-4290-ae9a-da5565edbf80/full/!200,200/0/default.jpg","Painting"
"Untitled (street scene with walking man)","https://api.nga.gov/iiif/9a80ce7e-edd7-4f6a-8359-9894a45c5519/full/!200,200/0/default.jpg","Painting"
"Woman in a Park","https://api.nga.gov/iiif/9a24975a-8e5d-4f29-b174-b6c54ef59169/full/!200,200/0/default.jpg","Painting"
"Old Factory","https://api.nga.gov/iiif/9a2be20f-86b5-45d7-8095-8cbc43015767/full/!200,200/0/default.jpg","Painting"
"Self-Portrait","https://api.nga.gov/iiif/9a2db3b4-7310-4653-9278-6a22cfbd0bda/full/!200,200/0/default.jpg","Painting"
"No. 8","https://api.nga.gov/iiif/9a5953eb-d6a6-4789-a23c-12e5187d71b5/full/!200,200/0/default.jpg","Painting"
"Madame René de Gas","https://api.nga.gov/iiif/9a6b05c3-5d08-4bd6-b1c5-214682fc8d7e/full/!200,200/0/default.jpg","Painting"
"Lydia Coit Terry (Mrs. Eliphalet Terry)","https://api.nga.gov/iiif/9aeb0956-310f-42d6-83c9-67f8fd64fc71/full/!200,200/0/default.jpg","Painting"
"John G. Read","https://api.nga.gov/iiif/9aa66439-6637-429c-b58b-d98bb7f3cc72/full/!200,200/0/default.jpg","Painting"
"Three Young Tobos Men","https://api.nga.gov/iiif/9a8e2a67-4b10-41df-ba7f-92f1172a1b3a/full/!200,200/0/default.jpg","Painting"
"Dorothy Vogel (second study)","https://api.nga.gov/iiif/9ac292d3-e831-4124-abbc-ce7f19e5c5f6/full/!200,200/0/default.jpg","Painting"
"New York Harbor","https://api.nga.gov/iiif/9ac40fdc-8afb-4c10-8283-ceda6ba2e1d7/full/!200,200/0/default.jpg","Painting"
"Madonna of the Goldfinch","https://api.nga.gov/iiif/9af8f0e3-ec9d-4f15-91a9-7df0cba6fdff/full/!200,200/0/default.jpg","Painting"
"Staccato in Blue","https://api.nga.gov/iiif/9ad1ed41-1b6b-4c52-9fe4-9dbec0adb543/full/!200,200/0/default.jpg","Painting"
"Portrait of a Man","https://api.nga.gov/iiif/9ae5013e-e313-4ce8-98be-85b1cf889804/full/!200,200/0/default.jpg","Painting"
"A Small Tobos Village","https://api.nga.gov/iiif/9afe95c1-e815-4851-8959-67a4de0feeb0/full/!200,200/0/default.jpg","Painting"
"A Crow Village and the Salmon River Mountains","https://api.nga.gov/iiif/9afbe8b3-e128-48e0-b342-4b2ebe82f97f/full/!200,200/0/default.jpg","Painting"
"Study for ""Negro Boy Dancing"": The Banjo Player","https://api.nga.gov/iiif/9b65e8fc-64e8-429f-948a-4073d5f5478f/full/!200,200/0/default.jpg","Painting"
"Unidentified British Navy Officer","https://api.nga.gov/iiif/9b0ad3d1-99f6-4a85-8184-8815d7a2c240/full/!200,200/0/default.jpg","Painting"
"The Seine at Giverny","https://api.nga.gov/iiif/9b536eb8-6b53-42d5-aa3c-5e8b02f0b37a/full/!200,200/0/default.jpg","Painting"
"Salmon River Mountains","https://api.nga.gov/iiif/9b558273-29c5-43c7-9dd9-fda54a2255a5/full/!200,200/0/default.jpg","Painting"
"Study for a Running Dog","https://api.nga.gov/iiif/9b575b00-70d3-480c-979c-47f91e43da70/full/!200,200/0/default.jpg","Painting"
"Charity","https://api.nga.gov/iiif/9b5891d2-2cb5-48cb-a25d-8c07c6159be6/full/!200,200/0/default.jpg","Painting"
"Forest Interior with a Painter, Civita Castellana","https://api.nga.gov/iiif/9b8fd3ce-ef07-4361-a6a6-5eab1a543c57/full/!200,200/0/default.jpg","Painting"
"Portrait of an Old Man","https://api.nga.gov/iiif/9b390c82-01dd-4538-94fb-9091e489e17f/full/!200,200/0/default.jpg","Painting"
"Madonna and Child, with Saints Peter and John the Evangelist, and Man of Sorrows [entire triptych]","https://api.nga.gov/iiif/9b7b1018-b75f-43eb-bbad-9fe0f255f0c3/full/!200,200/0/default.jpg","Painting"
"Elizabeth Oakes Prince Smith (Mrs. Seba Smith)","https://api.nga.gov/iiif/9b962fde-2451-4508-a205-b14b15f292a2/full/!200,200/0/default.jpg","Painting"
"Three Omagua Men","https://api.nga.gov/iiif/9bcc8755-18c4-47c2-956d-fb9948b308df/full/!200,200/0/default.jpg","Painting"
"Jeanne Bécu, Comtesse du Barry","https://api.nga.gov/iiif/9be856da-e0eb-4ddc-b2c8-f4d534b09725/full/!200,200/0/default.jpg","Painting"
"Peasant Interior","https://api.nga.gov/iiif/9bb91f84-8284-4a9f-a0bb-71cb599ce764/full/!200,200/0/default.jpg","Painting"
"Erminia and the Shepherds","https://api.nga.gov/iiif/9bac5daf-11c8-4a6d-a834-0f0ad6406fd2/full/!200,200/0/default.jpg","Painting"
"Mountain Stream in the Auvergne","https://api.nga.gov/iiif/9bd1dff1-45bb-4cd2-a985-ca271ea54582/full/!200,200/0/default.jpg","Painting"
"The Hard White Edge","https://api.nga.gov/iiif/9bc66111-4ff0-413e-9d12-a34c16b4bbc3/full/!200,200/0/default.jpg","Painting"
"Madonna and Child and the Infant Saint John in a Landscape","https://api.nga.gov/iiif/9bc6943e-0f09-4861-b665-fc4b0a7c29d1/full/!200,200/0/default.jpg","Painting"
"Washerwomen on the Banks of the Durance","https://api.nga.gov/iiif/9c0e94a1-09ed-47fd-ad50-8a364d45f3e1/full/!200,200/0/default.jpg","Painting"
"The Exaltation of the True Cross","https://api.nga.gov/iiif/9bf32dd9-d3c0-497c-969b-dfacdb11cdfc/full/!200,200/0/default.jpg","Painting"
"Corps de dame jaspé (Marbleized Body of a Lady)","https://api.nga.gov/iiif/9bf36282-ac55-4efb-bd43-f89d42aa11a3/full/!200,200/0/default.jpg","Painting"
"An Episode from the Life of Publius Cornelius Scipio","https://api.nga.gov/iiif/9c048501-ff74-46f1-b3c7-890cc7d86dd0/full/!200,200/0/default.jpg","Painting"
"Altar Peace/ROCI MEXICO","https://api.nga.gov/iiif/9caf91d9-4af5-443e-9a57-f072a341619e/full/!200,200/0/default.jpg","Painting"
"Ship ""Arkansas"" Leaving Havana","https://api.nga.gov/iiif/9c3e4621-c4b2-418e-80b9-10597ffb6b1f/full/!200,200/0/default.jpg","Painting"
"George IV as Prince of Wales","https://api.nga.gov/iiif/9c2046c5-d580-495b-bb72-b0b8e9a507c1/full/!200,200/0/default.jpg","Painting"
"No. 10","https://api.nga.gov/iiif/9c24579c-4678-4b53-b460-469c5bff105c/full/!200,200/0/default.jpg","Painting"
"No. 1","https://api.nga.gov/iiif/9c2ab227-cb5d-4f93-9d1d-82700a445145/full/!200,200/0/default.jpg","Painting"
"Venus Blindfolding Cupid","https://api.nga.gov/iiif/9c7a8e0c-8e74-492a-9860-f118ce9af68e/full/!200,200/0/default.jpg","Painting"
"Le temps presse (Time is Running Out)","https://api.nga.gov/iiif/9c7b875f-4b82-476c-a7b2-4373f0308e6a/full/!200,200/0/default.jpg","Painting"
"An Arapahoe Boy","https://api.nga.gov/iiif/9c959daa-bda4-4632-8500-77928beab9d5/full/!200,200/0/default.jpg","Painting"
"Peasant Woman","https://api.nga.gov/iiif/9cc79c1d-3e5d-4531-9bea-0462449a8abc/full/!200,200/0/default.jpg","Painting"
"For Herb","https://api.nga.gov/iiif/9c983b60-7efd-419b-bee5-74e2c906ea39/full/!200,200/0/default.jpg","Painting"
"Self-Portrait as a Lute Player","https://api.nga.gov/iiif/9cbdd768-889a-4f1e-aba1-c7a5f9ca728b/full/!200,200/0/default.jpg","Painting"
"Andries Stilte as a Standard Bearer","https://api.nga.gov/iiif/9cd3e84a-5796-4b08-82e9-1053206885c3/full/!200,200/0/default.jpg","Painting"
"Still Life with Apples on a Pink Tablecloth","https://api.nga.gov/iiif/9ce56bcb-b6de-4030-adb5-a22f00aaeccd/full/!200,200/0/default.jpg","Painting"
"Easby Abbey, near Richmond","https://api.nga.gov/iiif/9cd59cc1-c024-43ad-9e49-080aed4c801a/full/!200,200/0/default.jpg","Painting"
