,title,image_id,medium_display
1196,Tahitian Idol—the Goddess Hina,3de34ddd-5aff-f110-ac8e-2468ba4fbfe4,"Wood-block print in reddish-brown ink with blue-gray watercolor on ivory wove paper, laid down on ivory wove paper"
1197,Mahana atua (Day of the God),1c86cf51-47b3-b4bd-b4c1-35d7c16aba7e,"Wood-block print in black ink with touches of solvent-thinned blue, red, and orange watercolors (recto); wood-block print, printed twice in brown and brown-black ink (a maculature impression) (verso), on cream Japanese paper"
1198,Maori Woman in the Forest,b83d8844-4e8c-cf85-baa3-34a5ccd1a0d1,"Wood-block print in black ink manipulated with brush and solvent, on ivory Japanese paper, laid down on cream Japanese paper"
1199,Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her),dd1bc3db-1d51-28f8-b3a2-82f48b573add,"Wood-block print, printed twice in black ink, with brush and stencil-applied red, orange, yellow, green, blue, violet, and brown watercolors on ivory Japanese paper, laid down on cream Japanese paper"
1200,"Auti te pape (Women at the River), from the Noa Noa Suite",619cad6c-402f-d25b-fcf3-54cc2f4f020f,"Wood-block print, printed twice in pale orange and black ink, over transferred yellow, pink, orange, blue and green oil-based media, with traces of conifer resin (probably pine resin), on cream wove Japanese paper, laid down on cream wove Japanese paper"
1201,"Mahna no varua ino (The Devil Speaks), from the Noa Noa Suite",d1cafcfe-3b25-38f7-26be-2237fee1c97a,"Wood-block print, printed twice in brown and black inks, over a yellow, silver-gray and brownish-orange ink tone block, and transferred yellow, green, red, and orange oil-based media, some containing beeswax and conifer resin (probably pine resin), on ivory Japanese paper, laid down on cream wove card"
1202,Te atua (The God) from the Noa Noa Suite,4528490b-913b-81c3-ac20-9786674457a7,"Wood-block print, printed twice in yellow ocher and black inks, over yellow ink tone block, and transferred golden-yellow, green, red-orange, and red oil-based media, some containing beeswax and conifer resin (probably pine resin), on cream Japanese paper"
1203,"Nave nave fenua (Delightful Land), from the Noa Noa Suite",40614de8-dc1c-4faa-806f-ee7a5bd1bc1c,"Wood-block print in black ink, with hand-applied red, blue, green, yellow, red-orange, and silver-gray watercolor on tan wove paper"
1204,"L’univers est créé (The Universe Is Being Created), from the Noa Noa Suite",caab553d-a2bb-b35a-df5f-70d6b7041b54,"Wood-block print, printed twice in black and brown inks, with selective wiping, and hand-applied orange, yellow, red, two tones of green, two tones of blue, silver-gray and black watercolor, on cream wove Japanese paper laid down on cream laid Japanese paper (a laminate made by the artist)"
1205,"L’univers est créé (The Universe Is Being Created), from the Noa Noa Suite",8790a6d7-e692-8414-1895-fc1c22d51f76,"Wood-block print, printed in black ink with traces of residual brown ink, with selective wiping, over solvent-thinned and transferred and stenciled yellow, orange, red, blue, and green oil-based media, some containing beeswax and conifer resin (probably pine resin), with touches of brush and black ink, on medium-weight, smooth, pink wove paper (faded to tan)"
1206,"Maruru (Offerings of Gratitude), from the Noa Noa Suite",c7e3e915-4926-9c62-eafe-ca61a5f3693a,"Wood-block print, printed twice in brown and black inks, with selective wiping of the brown, and hand-applied green, blue, two yellows, and pink watercolor on ivory wove Japanese paper laid down on cream laid Japanese paper (a laminate made by the artist)"
1207,"Te faruru (Here We Make Love), from the Noa Noa Suite",ce3ae5f0-72a0-a658-cdc8-4bb16e4c0e77,"Wood-block print, printed twice in brown and black inks, with selective wiping, and a transferred twill impression, touches of brush and red and green watercolors, and traces of brush and black ink, on pale-pink wove paper (faded to tan)"
1208,"Manau tupapau (She Thinks of the Ghost or The Ghost Thinks of Her), from the Noa Noa Suite",dbf5bc46-7b6d-95c1-58d0-e56410965725,"Wood-block print, printed twice in brown and black inks, with selective wiping, and a transferred twill impression, on pale-pink wove paper (faded to tan)"
1209,"Noa Noa (Fragrant), from the Noa Noa Suite",2a48c1b3-eee9-e3fc-2e89-d549106377cd,"Wood-block print in black ink, with touches of reddish-brown watercolor and black ink, over yellow ink tone block and transferred golden-yellow, orange, and green oil-based media, some containing beeswax and conifer resin (probably pine resin), on cream Japanese paper, laid down on heavy cream wove card"
1210,"Noa Noa (Fragrant), from the Noa Noa Suite",55e80445-0aeb-8963-254f-9825edfe54e2,"Wood-block print in black ink, over traces of brown ink, with hand-applied blue, light blue, several greens, pink, orange, pale-orange, yellow, pale-red, and dark-gray watercolor, on ivory Japanese paper"
1211,Te po (The Night) from the Noa Noa Suite,514e31b4-d3e4-c100-6171-17e4d76add14,"Wood-block print, printed twice in brown and black inks, with selective wiping, and hand-applied red, two tones of orange, yellow, two tones of blue, silver-gray, and black watercolor, on cream laid Japanese paper laid down on cream wove Japanese paper (a laminate made by the artist)"
1212,Still Life with Cat,ec366a5f-e152-b4eb-3822-6473f644a21b,"Watercolor on cream laid paper, laid down on cream Japanese paper"
1213,"Fox, Busts of Two Women, and a Rabbit, headpiece for Le sourire",60e0642f-d7d0-1344-e250-69473d0391de,"Wood-block print in black on thin, ivory Japanese paper"
1214,A Fisherman Drinking Beside His Canoe,89979c07-09dd-45ff-67a7-a71c2423c2ca,"Wood-block print, printed twice in brown and black ink, on cream wove Japanese paper laid down on cream wove Japanese paper"
1215,"Buddha, from the Suite of Late Wood-Block Prints",9243f131-ecf2-2e0c-826d-ac683d8c2ad4,Wood-block print in black ink on thin ivory Japanese paper perimeter mounted on white Japanese paper
1216,Oviri,03cca4f8-82b6-1bfe-69b3-a985e63980de,"Wood-block print, printed twice in deep-yellow ocher and brown ink, with touches of black watercolor, on cream wove paper (an imitation Japanese vellum), mounted on mottled blue wove laminate card (recto); wood-block print in black ink over red ink tone block, and brush and solvent-thinned orange wash, on cream wove paper (an imitation Japanese vellum) mounted on mottled blue wove laminate card (verso)"
1217,Oviri,5eaf2085-b60b-f42a-6a3e-61ecf4619bfc,"Wood-block print, printed twice in deep-yellow ocher and black ink, on cream wove paper (an imitation Japanese vellum), mounted on mottled blue wove laminate card (recto); wood-block print in black ink over red ink tone block, and brush and solvent-thinned orange wash, on cream wove paper (an imitation Japanese vellum) mounted on mottled blue wove laminate card (verso)"
1218,"Le sourire: Journal méchant, Mar. 1900",e5866d85-0138-c9c1-924d-38037dc45e4d,"Mimeograph in brownish-black ink, with wood-block print in black ink on cream wove paper"
1219,Merahi metua no Tehamana (Tehamana Has Many Parents or The Ancestors of Tehamana),48268fc7-2eb4-ded6-1293-e91f27b66478,Oil on jute canvas
1220,Tahitian Idol—the Goddess Hina,6f9816ed-8ca6-0bf4-5bdd-a161938bd3bd,"Wood-block print in black ink, over brush and solvent thinned and selectively applied ocher, reddish-orange and touches of green wax-and-resin-based media, on cream wove paper"
1221,"Human Miseries, from the Suite of Late Wood-Block Prints",ab5bab0a-6dfc-088b-0ab6-dc4842b94036,"Wood-block print in black ink on thin ivory Japanese paper, laid down on white Japanese paper"
1222,"Wayside Shrine in Brittany, from the Suite of Late Wood-Block Prints",73484798-cb16-91fc-1d24-2559425ac5ef,"Wood-block print in black ink on thin ivory Japanese paper, tipped on thin white Japanese paper"
1223,Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her),a335350e-4050-337c-847f-a131a265cd89,"Wood-block print, printed twice in black ink, on cream Japanese paper"
1224,"Bust of a Nude Woman and Three-Quarter Figure of a Man with a White Cap in Profile, Third Small Figure at Far Right, headpiece for Le sourire",922feef5-5d83-886d-f442-89d4ef8e856b,Wood-block print in black ink on cream wove paper
1225,Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her),b69c05e8-ad94-e83c-0f98-9ec233e1f63a,"Wood-block print in black ink with brush and stencil-applied red, orange, yellow, green, blue, violet, and brown watercolors on ivory Japanese paper, laid down on cream Japanese paper"
1226,Breton Bather,d9cbc708-6974-6429-f62b-86b8acc8374a,"Charcoal and pastel, with touches of brush and brown ink, on ivory laid paper (discolored to tan), partially outlined in graphite and squared in black fabricated chalk, with yellow paint residue on verso"
1227,"Te atua (The God), from the Noa Noa Suite",4a244866-7338-8c0f-d0c3-6b13e06fa296,"Wood-block print in black ink, over a stenciled orange-ink tone block, on cream wove paper (an imitation Japanese vellum)"
1228,"Three People, a Mask, a Fox, and a Bird, headpiece for Le sourire",509c8f6d-811f-7398-be6d-5811651b5829,Wood-block print in black ink on thin ivory laid Japanese paper
1229,"A Horse and Birds, headpiece for Le sourire",04b1422c-7db4-9999-eb45-4eff60f65794,Wood-block print in black ink on thin ivory laid Japanese paper
1230,"Plate with the Head of a Horned Devil, from the Suite of Late Wood-Block Prints",5c910349-cf25-b546-e32d-2b847d71ef0f,"Wood-block print, printed twice in black over pale yellow ocher ink, on thin ivory Japanese paper, partially laid down on white two-ply mat board"
1231,Woman Picking Fruit and Oviri,184f6868-5a5c-0aac-d350-dc58f999a414,"Wood-block print in black ink on thin ivory Japanese paper, tipped on ivory wove paper, laid down on off-white wove plate paper with decorative plate marks"
1232,"Te atua (The God), from the Suite of Late Wood-Block Prints",804fae11-ba72-8c83-58eb-5025cb55e29e,"Wood-block print in black ink, with yellow ocher ink offset, on thin ivory Japanese paper, laid face down on ivory wove paper (recto); wood-block print in brownish-black ink on ivory wove paper (verso)"
1233,"Nave nave fenua (Delightful Land), from the Noa Noa Suite",42b994dc-cee2-bb4d-5658-05d95e6de777,"Wood-block print in residual brown and black inks, with selective wiping, a transferred twill impression, and touches of hand-applied dark brown ink, on thin, pale-pink wove paper (faded to tan)"
1234,Crouching Tahitian Woman (related to the painting Nafea faa ipoipo [When Will You Marry?]),c54324cd-b9dd-c8ab-9034-94cf6f60a2e7,"Pastel over charcoal, selectively stumped, on cream wove paper (discolored to tan), squared in black chalk on cream wove paper (discolored to tan)"
1235,"Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her), from L'estampe originale",ef579863-4a3b-eade-77ee-7a7ea78971d5,Lithograph in black on ivory wove paper
1236,"Breton Bathers, from the Volpini Suite",a159347d-150d-9dbe-896b-5a5d0c71803f,Zincograph in black on chrome yellow wove paper
1237,"Breton Women by a Gate, from the Volpini Suite",5cd52f23-0286-d13c-2474-3a0e7daaf760,Zincograph in black on chrome yellow wove paper
1238,"Human Miseries, from the Volpini Suite",a83d5c59-aee2-34fe-3ba8-ff3ede2a363f,Zincograph in reddish-brown on chrome yellow wove paper
1239,"Joies de Bretagne (Joys of Brittany), from the Volpini Suite",6c2864da-7094-ed1c-98f1-cc0a9db76acf,Zincograph in black on chrome yellow wove paper
1240,"Les drames de la mer: Bretagne (Dramas of the Sea: Brittany), from the Volpini Suite",a68e5684-9c3c-00c5-9fb2-9316bcf9486b,Zincograph in black on chrome yellow wove paper
1241,"Pastorales Martinique (Martinique Pastorals), from the Volpini Suite",af7cc280-acb7-058e-c805-5750498a23f7,Zincograph in black on chrome yellow wove paper
1242,"Les drames de la mer (Dramas of the Sea), from the Volpini Suite",51fb2a25-492e-827d-0a28-ff81f59539cf,Zincograph in black on chrome yellow wove paper
1243,"The Laundresses, from the Volpini Suite",276efc4d-9c53-e04e-70f5-0cda6e101274,Zincograph in black on chrome yellow wove paper
1244,"Les cigales et les fourmis (The Grasshoppers and the Ants), from the Volpini Suite",90a7e8a2-196c-f0eb-d79a-91955fd39ebf,Zincograph in black on chrome yellow wove paper
1245,"Projet d’assiette (Leda) (Design for a Plate [Leda]), frontispiece from the Volpini Suite",04110aad-4a93-de91-9433-26fa832615ca,"Zincograph in black, with pale orange, red and green watercolor and white crayon, on chrome yellow wove paper"
1246,"Old Women of Arles, from the Volpini Suite",f2c815a1-010c-f631-9322-efff34030147,Zincograph in black on chrome yellow wove paper
1247,"Te atua (The God), from the Noa Noa Suite",67836c4c-a95c-f3d2-e20b-35e058634270,"Wood-block print in black ink, over a stenciled dark-red-ink tone block, on cream wove paper (an imitation Japanese vellum)"
1248,"Maruru (Offerings of Gratitude), from the Noa Noa Suite",7e882bb8-b91d-c7a3-5072-5c1905fd2378,"Wood-block print, printed in black ink on cream wove paper"
1249,"Te atua (The God), from the Noa Noa Suite",773d2754-f224-6189-61b8-2ce0b05a0e4a,Wood-block print in black ink on tan wove paper
1250,"Te atua (The God), from the Suite of Late Wood-Block Prints",56886f01-9281-7c10-453c-0cbf6cffbf37,"Second-state impression laid down on first-state impression
Wood-block print of second state in black ink on lunette-shaped, thin ivory Japanese paper, laid down on wood-block print of first state in brownish-black ink on lunette-shaped ivory wove paper"
1251,"Te atua (The God), from the Noa Noa Suite",95a0aa3c-9304-7d4e-ebe1-dad9bddd11c0,Wood-block print in residual brown and black inks on ivory wove paper
1252,"Te faruru (Here We Make Love), from the Noa Noa Suite",93878ffd-4878-06a4-701a-887a9dc02f42,"Wood-block print, printed twice in brown and black inks, with selective wiping, and a transferred twill impression, on cream wove Japanese paper, laid down on cream laid Japanese paper (a laminate made by the artist)"
1253,A Fisherman Drinking Beside His Canoe,d933ac8c-0531-f8f5-4acb-1c729ad29dca,"Wood-block print in black ink, with red, orange, yellow, green, blue, violet and brown watercolor and touches of red and orange gouache, on ivory Japanese paper, laid down on cream Japanese paper"
1254,"Maruru (Offerings of Gratitude), from the Noa Noa Suite",4fccecac-ac7f-d31c-981c-4032faf5bae5,"End-grain boxwood block, with a commercially prepared gray ground, selectively inked in black printing ink"
1255,"Noa Noa (Fragrant), from the Noa Noa Suite",db1ff2d7-9849-93ce-7add-8ef59434aa0b,"Wood-block print in black, with a transferred twill impression, on tan wove paper"
1256,Polynesian Woman with Children,cc5cdb81-14cf-27e9-eda8-94c08244ebaa,Oil on linen canvas
1257,"Angel, Peacock, and Three Tahitians",73bd8371-ffca-d9d6-abfc-8dbc0ced6e01,Transfer drawing in brown and black ink on cream Japanese paper
1258,"Change of Residence, from the Suite of Late Wood-Block Prints",208c7b75-5847-92cc-ee7e-3e637f14fd8b,"Second-state impression laid down on first-state impression
Wood-block print of second state in black ink on thin ivory Japanese paper, laid down on wood-block print of first state in ocher ink on grayish-ivory wove paper (recto); wood-block print in black ink and oxidized linseed oil (est.) on grayish-ivory wove paper (partial offset impression of the second state) (verso)"
1259,"Tahitian Carrying Bananas, from the Suite of Late Wood-Block Prints",2497778d-19d0-2843-6dc9-bc8f162d7a11,"Wood-block print in black ink on thin ivory Japanese paper, tipped on thin white Japanese paper"
1260,Mahana no atua (Day of the God),a4bef587-48a4-d186-813d-f297441b1ab3,Oil on linen canvas
1261,"Auti te pape (Women at the River), from the Noa Noa Suite",7324d4f6-abd8-a57c-5cdd-b12689e6feb7,"Wood-block print in black ink, over stenciled dark-red ink and a yellow-ink tone block, on cream wove paper (an imitation Japanese vellum)"
1262,Auti te pape (Women at the River) from the Noa Noa Suite,a33b2986-06e1-a023-4598-26adbae104c4,Wood-block print in black ink on grayish-ivory China paper
1263,Portrait of Stéphane Mallarmé,8bac7318-9d26-1079-37d0-2a11069e52ba,"Etching, drypoint and engraving in brown-black on cream Japanese laid paper"
1264,"Old Women of Arles, from the Volpini Suite",387f92e4-ff61-f860-41d8-cf9ca59dcfb8,Zincograph in black on ivory wove paper (an imitation Japanese vellum)
1265,"Mahna no varua ino (The Devil Speaks), from the Noa Noa Suite",ff322a08-1f5c-4f40-e7fa-641aa86a4dde,Wood-block print in black ink on grayish-ivory China paper
1266,"Three People, a Mask, a Fox and a Bird, headpiece forLe sourire",f66edacb-7f82-8f76-8fd5-4b503f3d3158,Wood-block print in black ink on ivory China paper
1267,Nativity (Mother and Child Surrounded by Five Figures),2d283b7a-f9e2-de43-0e83-1d92900225bc,Transfer drawing in brown and black ink (recto) and graphite and red chalk (verso) on cream wove paper trimmed and perimeter mounted on cream laid paper
1268,Arlésiennes (Mistral),ae6ac285-6887-dd76-4570-d379c786dfae,Oil on jute canvas
1269,Woman in front of a Still Life by Cézanne,38f866cb-9000-de5a-e655-d3fb4d8dc056,Oil on linen canvas
1270,No te aha oe riri (Why Are You Angry?),2adb35ce-8e94-cda5-210e-b04d488bbdc8,Oil on jute canvas
1271,Seated Breton Woman,239ebe0d-ff0e-a8aa-754b-e4a816eda0f5,Black fabricated chalk with pastel on ivory laid paper
1272,"L’univers est créé (The Universe Is Being Created), from the Noa Noa Suite",c95d9212-099d-30db-4a11-24b026a7bcda,Wood-block print in black ink on grayish-ivory China paper
1273,"Nave nave fenua (Delightful Land), from the Noa Noa Suite",0b63fe18-6de3-4982-9968-ed1e28cf59f4,Wood-block print in black ink on grayish-ivory China paper
1274,"Maruru (Offerings of Gratitude), from the Noa Noa Suite",624cfa42-4e13-008f-affe-438cd0ea9dc2,Wood-block print in black ink on grayish-ivory China paper
1275,"Te po (The Night), from the Noa Noa Suite",c9b76c23-a8dd-152e-e1b3-8e645447284d,Wood-block print in black ink on grayish-ivory China paper
1276,"Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her), from the Noa Noa Suite",64a42994-21a1-ceec-e235-77f6830db82f,Wood-block print in black ink on grayish-ivory China paper
1277,"Noa Noa (Fragrant), from the Noa Noa Suite",ea174e5e-ba2c-065e-c287-2494f867bc8b,Wood-block print in black ink on grayish-ivory China paper
1278,Mahana atua (Day of the God),bb13f7b2-a169-aa60-239f-adf17f904ff8,Wood-block print in black ink on grayish-ivory China paper
1279,"Horse, with Other Animals and Ornaments",a95027bf-fe2a-d610-b0f8-d063af7cc7e8,Wood-block print in black ink on cream wove paper
1280,Te burao (The Hibiscus Tree),604fe021-6008-f666-bce8-456b2fdc9bd4,Oil on cotton canvas
1281,Seated Tahitian Youth,88c7bd4e-c93f-dedb-feca-0e180239108f,"Watercolor and graphite on irregularly shaped cream wove Japanese paper, laid down on ivory laid paper with brown and blue fibers, laid down on cream wove paper"
1282,Two Tahitian Women in a Landscape,1747f921-5112-2be8-6afa-0d0dba3e6e05,"Monotype matrix in watercolor and gouache, with brush and green ink, over traces of graphite, on cream Japanese paper, laid down on tan wove paper (partially removed)"
1283,Head of a Tahitian with Profile of Second Head to His Right,163aee67-745b-40df-fd29-97a29a7082a9,"Black and red chalk, selectively stumped, on cream wove paper"
1284,"Heads of Tahitian Women, Frontal and Profile Views",7e19b3a9-b4ed-ee61-7c49-d1ad5ebdd3a0,"Charcoal and wetted charcoal, with stumping and erasing, on cream wove paper, selectively fixed"
1285,Maoris and Animals,ceeae8f1-dc3c-d5a8-8728-9b2478286b2d,Wood-block print in yellow ocher ink with gray-blue watercolor and touches of red watercolor on cream wove notebook paper ruled in blue
1286,Florilège des Amours de Ronsard,e7d4d065-899c-4445-3482-a20ec1e8b8ba,Lithograph in sanguine on cream wove Japanese vellum
1287,Florilège des Amours de Ronsard,74321b6c-9ceb-ed34-bfbe-c886c302a77d,Lithograph in sanguine on cream wove Japanese vellum
1288,Florilège des Amours de Ronsard,512a00c8-d9ca-d87e-c5cb-6ca6a3c66c67,Lithograph in sanguine on cream wove Japanese vellum
1289,Florilège des Amours de Ronsard,be5f1910-2859-5571-2dd0-785279acc600,Lithograph in sanguine on cream wove Japanese vellum
1290,Florilège des Amours de Ronsard,a3a65476-75e0-8f48-bb1d-e840a882b348,Lithograph in sanguine on cream wove Japanese vellum
1291,Florilège des Amours de Ronsard,5a19c33c-21e4-36ad-6bd1-4dcdb182d145,Lithograph in sanguine on cream wove Japanese vellum
1292,Florilège des Amours de Ronsard,a6997dc1-f340-ab1b-dc45-9e1c51726b89,Lithograph in sanguine on cream wove Japanese vellum
1293,Florilège des Amours de Ronsard,b8c237bf-912b-d061-b6ec-813acf1d08d4,Lithograph in sanguine on cream wove Japanese vellum
1294,Florilège des Amours de Ronsard,919bd914-e1c1-4691-01a4-7a16fbc71364,Lithograph in sanguine on cream wove Japanese vellum
1295,Florilège des Amours de Ronsard,d1faaa87-ec2a-9d80-faeb-e66f421ceeec,Lithograph in sanguine on cream wove Japanese vellum
1296,Florilège des Amours de Ronsard,69254ccc-b89a-2ba8-d849-f361a8f3621c,Lithograph in sanguine on cream wove Japanese vellum
1297,Florilège des Amours de Ronsard,fd60a360-ca2c-bb3c-6010-6fa24a0f8321,Lithograph in sanguine on cream wove Japanese vellum
1298,Florilège des Amours de Ronsard,9848656f-da87-66f5-fc66-ff4135d4a7f1,Lithograph in sanguine on cream wove Japanese vellum
1299,Florilège des Amours de Ronsard,03feb03e-4a53-ca5e-4a2c-1ea872fcf186,Lithograph in sanguine on cream wove Japanese vellum
1300,Florilège des Amours de Ronsard,fad3fa9d-f830-fec6-7506-2eaf66d31998,Lithograph in sanguine on cream wove Japanese vellum
1301,Florilège des Amours de Ronsard,2f6df0fe-cb80-5400-df94-75267c9cfa1b,Lithograph in sanguine on cream wove Japanese vellum
1302,Florilège des Amours de Ronsard,3ff21543-1184-fe5e-ce63-b929126dd57f,Lithograph in sanguine on cream wove Japanese vellum
1303,Florilège des Amours de Ronsard,06186718-7af7-a2d0-cf4a-636f73227866,Lithograph in sanguine on cream wove Japanese vellum
1304,Florilège des Amours de Ronsard,3a9252f0-dc03-2cab-b52c-601cf67435e1,Lithograph in sanguine on cream wove Japanese vellum
1305,Florilège des Amours de Ronsard,923b0f9b-eba0-0fe2-4d14-a2127c30449d,Lithograph in sanguine on cream wove Japanese vellum
1306,"Colophon, from Jazz",ee0123df-a7c9-0f1a-bab3-12df8c034c4e,Letterpress in black on ivory wove paper
1307,"List of illustrations, from Jazz",6681be23-5d57-8473-0010-e87f935c7387,Photolithograph in black on ivory wove paper (recto and verso)
1308,"Text pages, from Jazz",fe428026-9bcb-fbda-ecc2-147612956a55,Photolithograph in black on ivory wove paper (recto and verso)
1309,"Toboggan, from Jazz",1b916b24-9057-c039-d552-326ac71c5a78,Color pochoir with gouache and photolithograph in black (recto); photolithograph in black on ivory wove paper (verso)
1310,"Lagoon, from Jazz",1890d91f-2f49-9c0b-0d43-be3bcead0362,Color pochoir with gouache on ivory wove paper
1311,"Lagoon, from Jazz",18ba0483-1deb-76cd-abc7-69097952a7f4,Color pochoir with gouache on ivory wove paper
1312,"Lagoon, from Jazz",00a10e84-6c2b-8558-570c-369a44d2e340,Color pochoir with gouache on ivory wove paper
1313,"Destiny, from Jazz",fa0af1cb-e523-2325-dab0-d1f007c1c87f,Color pochoir with gouache on ivory wove paper
1314,"The Knife Thrower, from Jazz",73322691-c75a-4e39-8b8f-bf15f2e14b4e,Color pochoir with gouache on ivory wove paper
1315,"The Cowboy, from Jazz",9946cbc6-38d1-dbfa-9555-9a102f8e08f6,Color pochoir with gouache on ivory wove paper
1316,"The Sword Swallower, from Jazz",0927e03d-9ed8-905a-2cc1-fefd63f57804,Color pochoir with gouache and photolithograph in black (recto); photolithograph in black on ivory wove paper (verso)
1317,"The Swimmer in the Tank, from Jazz",47040bc7-abe0-fc6b-9c69-52cbf778cc57,Color pochoir with gouache on ivory wove paper
1318,"The Codomas, from Jazz",d8e8f838-5fb0-55f0-63c7-119f3680cc28,Color pochoir with gouache on ivory wove paper
1319,"Pierrot’s Funeral, from Jazz",8089b8a0-c703-953b-1298-c7ce44afddcf,Color pochoir with gouache on ivory wove paper
1320,"Forms, from Jazz",79818f47-c126-bb62-f6aa-94fd7d0bc7c1,Color pochoir with gouache on ivory wove paper
1321,"Icarus, from Jazz",b1e85346-eaab-3da0-d5d1-c4dc9bc9b81d,Color pochoir with gouache and photolithograph in black (recto); photolithograph in black on ivory wove paper (verso)
1322,"The Heart, from Jazz",e2d3cd3b-53dd-2249-b0a1-d68bbb3baa60,Color pochoir with gouache on ivory wove paper
1323,"The Wolf, from Jazz",47dc149b-a370-a0e9-d698-3e919ad70091,Color pochoir with gouache on ivory wove paper
1324,"Horse, Rider, and Clown, from Jazz",fc32d9c0-98f6-e13c-e3c2-4f69647201be,Color pochoir with gouache on ivory wove paper
1325,"The Nightmare of the White Elephant, from Jazz",4b9c37e6-b1aa-6e06-3406-1ee74fa36fa8,Color pochoir with gouache on ivory wove paper
1326,"Monsieur Loyal, from Jazz",561e199d-af95-306a-d148-a4dea75698ca,Color pochoir with gouache and photolithograph in black (recto); photolithograph in black on ivory wove paper (verso)
1327,"Circus, from Jazz",48b20d1c-e490-7630-4a83-5759d45df48e,Color pochoir with gouache on ivory wove paper
1328,"The Clown, from Jazz",ad917db2-4a0d-9890-d438-f93171d21981,Color pochoir with gouache and photolithograph in black on ivory wove paper
1329,"Half title page, from Jazz",a270b7c5-f4fb-58e8-3df4-496e76f72b63,Photolithograph in black on ivory wove paper (recto and verso)
1330,"Paper wrapper, from Jazz",efdafa65-e38a-db38-07a4-59d09847e09d,Photolithograph in black on ivory wove paper (recto and verso)
1331,"Man's Head, Flowered Background",9b9ec962-d690-e8d9-776c-be9a3faa22af,"Etching in black on grayish ivory wove paper, laid down on ivory wove paper (chine collé)"
1332,Nadia. Mask,9c9d7db7-d8e8-0cc9-2bfe-0e03265509c0,Aquatint in black on cream wove paper
1333,Portrait of Walter Pach,2406bcba-9251-1c39-526c-2f06aa7c1eea,"Etching in black, with stippling, foul bite and plate tone, on gray wove paper, laid down on cream wove paper (chine collé)"
1334,Study for Paris Street; Rainy Day,bb330849-a1d7-78df-ac85-e0295c3a448c,"Graphite, with touches of erasing and touches of charcoal, on tan, moderately thick, moderately textured handmade laid paper"
1335,Sketchbook,25ffdf23-5c03-2ea7-1ca3-35fc820da729,"Sketchbook containing 40 drawings: 30 in graphite, 7 in watercolor over graphite, and 3 in graphite and brush and gray wash, on 40 sheets of cream wove paper bound in brown cloth"
1336,Poésies,e4c26cea-dfb2-f064-3cea-7a6ecb552451,"Book with letterpress in black and red and 29 etchings in black on cream wove Japanese vellum, bound in brown leather and brown paperboard cover with gold stamped spine"
1337,Study of a Woman,9082bf7e-704b-fe36-47ff-342ffdc870d1,"Charcoal, with smudging, on cream laid paper"
1338,The Seamstress,38340e59-1dd7-aa52-8ae7-6154a5b95195,"Fabricated black chalk, with touches of pen and black ink, on cream wove paper, laid down on Japanese paper"
1339,Still Life with Goldfish V,a180ba00-dea6-bd2b-1ee7-8550ead6e6de,"Monotype in black, on grayish ivory China paper, laid down on ivory wove paper (chine collé)"
1340,Still Life with Goldfish III,a005b16f-2797-ac92-f17d-8f6733fcc908,"Monotype in black, on grayish ivory China paper, laid down on ivory wove paper (chine collé)"
1341,Odalisque in Red Satin Pantaloons,66c3b3be-7de3-be6f-4131-a358e3aa6327,Lithograph in black on grayish ivory laid China paper
1342,Dessins: Thèmes et Variations,15c3e269-77c7-db2c-7712-6ad6fae687e8,"Unbound book with letterpress in black and red, one linocut in black, three lithographs in black, and 154 photographic reproductions on ivory wove paper, tucked in paperboard cover with letterpress in red on brown laid paper and beige linen tie"
1343,Florilège des Amours de Ronsard,b2164419-74c9-c495-dc13-ff70f407249c,"Unbound book with letterpress in black, 127 lithographs in sanguine and one lithograph in black on cream wove paper, tucked in white paperboard cover with purple velvet spine and slipcase with lithograph in dark blue on white wove paper"
1344,Thorn Extractor,c822f1a2-9e79-b709-2233-b220433a0e30,Bronze
1345,Girl in Yellow and Blue with Guitar,0fc277a0-003c-393f-556b-f8dbc8c81427,Oil on canvas
1346,Anemones in a Vase (recto and verso),4ec6706d-1358-03ae-bb09-cf58c4553fd8,Pen and black ink on ivory wove paper
1347,Blue Vase on a Venetian Armchair,e5bf9852-c0e0-eb42-88ad-7f748665ae38,Colored pencils on ivory wove paper
1348,"Study for Anemones and Woman (Study for “Odalisque, Harmony in Blue”)",834dc7c5-0df7-94d0-addd-84ed6137e013,Pen and black ink on ivory wove paper
1349,Seated Dancer,5202b448-22a2-54e6-14b5-6d0f324caa13,"Graphite, with touches of erasing, on ivory wove paper"
1350,Young Woman before a Table,f491c18e-0ae0-e5f2-6f78-1e9148cfcdf7,Pen and black ink on ivory wove paper
1351,Nadia. Mask,33ad595e-f358-7f45-e23b-ef2cce8557a9,Aquatint in black on cream wove paper
1352,"Nude in an Armchair, with a Mashrabiya Background",6651583e-ea40-8717-a733-58b125ad3735,Lithograph in black on ivory wove paper
1353,Woman Seated at a Table with Fruit and Pitcher,8a2757ce-ce93-7575-9621-afde496aa640,Pen and black ink on cream wove paper
