,title,image_id,medium_display
2810,Amulet of a Headrest,d46d312f-1167-ffe5-810b-7c2c14be6d74,Hematite
2811,Foundation Deposit: Ox Head,00a27e7f-1fe4-92d5-1e05-041227a68efa,Faience
2812,Amulet of the God Bes,bfc2f369-edfc-d7e7-54c0-51a6b1e161ff,Faience
2813,Amulet of the God Shu,cd417ef4-b7c2-1d02-19ca-c3e648915dd9,Faience
2814,Amulet of the God Shu,1473b47a-f8de-01bb-6021-02689522ae4a,Faience
2815,Amulet of the God Shu,795933d9-b391-b459-5498-4c92c81a62c5,Faience
2816,Amulet of a Crocodile,eaa290fc-4b12-7693-2cc3-cbad08a0f619,Faience
2817,Amulet of the Goddess Bastet,bcd1e34e-e62e-bac1-b5ea-e5db17d3a69d,Ceramic
2818,Amulet of the Goddess Hathor with Menat and Sistrum,bdb3550e-b413-bdfe-84d7-1bf5a6f0ebc6,Faience
2819,Foundation Deposit: Ox Head,16106751-b374-ee44-5718-c260b39749fe,Faience
2820,Amulet or Inlay of a Serpent,a9220651-521a-e0a8-a29f-bdb55ef1d228,Faience
2821,Foundation Deposit: Calf's Foreleg (khepesh),c15f0fb8-f46b-a15e-980f-11f3d9bf6c68,Faience
2822,Pendant in the Shape of a Lotus Blossom,cd3304b6-71ef-b187-452f-3833257f5ca9,Faience
2823,Pendant in the Shape of a Lotus Blossom,58a99118-0fff-887b-cedd-f02e5d8b7893,Faience
2824,Winged Scarab Amulet,a8e13d6b-5d0f-cb82-a855-eaf6e7207896,Faience
2825,Mummy Net with Amulets,cbd21435-00f5-4ca7-ea0e-3c334001f570,Faience
2826,Amulet of Pataikos,3b652ed9-f7e8-ae27-a960-cae9aebee037,Faience
2827,Amulet of Nehebkau,9dc7bca6-d9c5-4ac3-9794-87c97919fc12,Gold
2828,Amulet of the Double Crown,6561ef91-8e60-c15e-452b-ddb52290423d,Gold
2829,Ring Depicting Isis and Horus,01a63a93-8e8f-bcfa-63f2-43c6bc4ddb2c,Gold
2830,Eye of Horus (Wedjat) Amulet,60d71dc9-3f66-3681-b613-53f7101ad72e,Gold
2831,Eye of Horus (Wedjat) Amulet,a7201277-3d63-167c-c18e-d87e35a8b6ae,Gold
2832,Eye of Horus (Wedjat) Amulet,8f12c9c1-6efe-6aa5-f10b-7b13a8adb65b,Gold
2833,Amulet of a Headrest,8a4fd9ff-cbc8-2611-5bcc-264a79bd006d,Hematite
2834,Amulet of a Headrest,da3b7dc6-95bb-15b1-5298-265d22f8a3f7,Hematite
2835,Amulet in the Shape of Two Ducks,167acd5d-4206-03fc-a069-93f94a7e285f,Glass
2836,102 Beads,bb043ed2-4acf-ca64-6e2c-b64d7a34e0cf,Amethyst
2837,Statuette of the God Horus,5a7bc1b3-ff04-1757-d4b3-83a8ea86afb8,Electrum
2838,Amulet of the God Anubis,29b0932e-3aea-b483-833f-0986e368c97d,Faience
2839,Finger Ring,278bdf3b-f4d8-30be-5941-25fb6221d8bb,Gold
2840,Amulet of Two Fingers,a63f6105-908d-96bb-b09f-83cef7874c5d,Obsidian
2841,Amulet of the God Re-Horakhty,fd87d77a-c63f-4fea-6842-e4ac2a47ad42,Faience
2842,Amulet of Mummiform Khonsu,157b452e-76f9-9636-9f6c-bad36afb9840,Faience
2843,Amulet of the God Pataikos wearing Atef Crown,f680e240-3b4a-7b83-4acf-a4450881f81b,Faience
2844,Amulet of the Goddess Taweret (Thoeris),fb682181-c741-a6bb-df8f-a919f8c941db,Faience
2845,Amulet of the Goddess Taweret (Thoeris),0992532f-50d1-31f2-3ff8-aa49fd8c6475,Faience
2846,Amulet of the Goddess Taweret (Thoeris),1c8321ce-6ff2-093e-a745-f75e1971d3e0,Faience
2847,Amulet of the Goddess Taweret (Thoeris),2855554d-b809-f09e-59df-96d62ef19bbf,Faience
2848,Amulet of the God Imsety (one of the four Sons of Horus),f0f54bbb-85b4-1ca8-51c1-4b2ac2658e7f,Glass
2849,Amulet of the God Bes,9ad0c7d8-634f-92ab-4588-9129edc91fbb,Faience
2850,Amulet of the God Nefertem,fb822391-9e81-92d3-1b7d-b60f670c5f97,Faience
2851,Amulet of a Hedgehog,969dbeb7-e23d-267d-48e4-15c66204c307,Steatite
2852,Amulet of Bes Head and Serpent,6db08af6-61ba-f3b1-b28e-b8470907dfc8,Faience
2853,Amulet of Two Back to Back Canine Heads,43462d56-c5b1-e0f4-805a-bf9549a47a22,Glazed steatite
2854,Amulet of the God Thoth as a Crouched Ibis with Feather of Maat,96094327-b390-486f-1479-e8351ab06194,Faience
2855,Amulet of the God Horus as a Falcon with Double Crown,6de591a5-7e9a-ae14-439f-e4e617720023,Steatite
2856,Amulet of the God Harpocrates or Horus-Helios with Cornucopia,8f6e063d-e435-58d6-d881-25a22df32c76,Glass
2857,Amulet of a Mummy Lying on a Bier,9f66dfa1-a8dc-b17a-3e34-0a6b9fd40857,Faience
2858,Amulet of the God Thoth as a Seated Baboon,0f33b421-408b-b410-0298-89ba4c0a8e2d,Steatite
2859,Amulet of the God Thoth as a Seated Baboon,e7391217-cdfd-6b63-10d2-99980df957fb,Faience
2860,Amulet of a Human-headed Ba Bird,bcd04e20-09d7-8006-1af6-2d9c96cb8a5d,Faience
2861,Amulet of the Goddess Bastet as a Seated Cat,c351bf07-ae9e-1bf9-733c-c1ea80629924,Faience
2862,Amulet of a Cape Hare,a207dbcc-647b-5ed1-16f5-45bb68d42a06,Faience
2863,Amulet of a Lion-Headed Goddess,cb8820e7-86ca-965a-2b90-021af7b2247d,Faience
2864,Amulet of a Lion-Headed Goddess,4385a68a-b106-e3fa-36dd-8c43c902e754,Faience
2865,Amulet of a Lion-Headed Goddess Holding a Scepter,e149a855-8c2b-d853-cc66-f2b2a3c15c87,Faience
2866,Amulet of the God Pataikos,b71a78f8-7b23-2cde-d962-fda93c2bcce1,Faience
2867,Amulet of the God Anubis,55ccb44c-9697-cd6d-61ea-3ab70e3f0157,Faience
2868,Amulet of the God Anubis,1fb5158d-82ad-c36a-1d9c-e81254eb7ab4,Faience
2869,Amulet of the God Thoth,debe502e-07a9-a859-afbf-432fbbdc001d,Faience
2870,Amulet of a Djed Pillar,b76bf846-dee7-5259-d657-f3f690b5044a,Lapis lazuli
2871,Amulet of a Djed Pillar,1cd28cb5-0006-aad5-c561-606220add2d8,Faience
2872,Amulet of a Djed Pillar,d2190cb3-59d7-cbfe-d71d-aa1ff504977f,Faience
2873,Amulet of a Djed Pillar,ade0988f-dcdc-274c-8b99-a8468936663b,Faience
2874,Amulet of a Djed Pillar,b47f9d55-1614-abcd-64e9-ebb5023c6a85,Faience
2875,Amulet of a Headrest,2f0bd6de-9931-14a0-ba60-0a15a5a623cd,Hematite
2876,Amulet of a Stamp Seal,9a9a00e6-c424-d41a-93f3-c7d3d5865739,Stone
2877,Amulet of a Serpent's Head,2bdccec3-ddd4-0ff5-4891-74572b0d3fd1,Carnelian
2878,Amulets (Ear and 3 Eyes),9bb57077-f085-9b67-16d4-90f60a3019dd,Faience
2879,Scarabs with Inscriptions on Base,97eeb8c0-a9e4-2ddb-f164-223f5349cc53,Glazed steatite
2880,Scarabs with Plain Base,744b5774-3e23-3aa8-e1fa-02ecf947144e,Faience
2881,Ring: Nebmaatre is the Lord (Amenhotep III),dd76011b-6079-1abe-b22d-af6f9fdc8566,Bronze
2882,Ring: Cowroid with Sistrum and Pendant Uraeui,57b3b8d2-da8f-411a-d9c7-9d2193e8bab8,"Electrum, steatite"
2883,Canopic Jar with Human Head Lid,d33ff660-4f51-d5aa-d275-d17499cad8cd,Travertine (Egyptian alabaster)
2884,Amulet of a Shilbe Fish,75929608-8d68-6e38-201c-b54941aecef4,Bronze
2885,Head From a Sarcophagus Lid,d0ca488d-f25a-8c1a-598e-2f86f6d11e80,Limestone
2886,Funerary Mask,d9c0920d-105c-fe4f-0cef-4d6a6d0fffe6,"Cartonnage, gold leaf, and pigment"
2887,Shabti of the Supreme Chief of the ḫnr.t of Amun Nesikhonsu,39130c81-8b97-87b5-a4b7-bb1d53f55690,Faience
2888,Shabti of the Singer of Amun Inhai,30138401-0856-839e-467f-0a68ed1cfc77,Ceramic and pigment
2889,Shabti,88b6c8e5-7eaa-b7d0-01ca-5c25727de290,Faience
2890,Overseer Shabti of Isetemkheb,de9c1d59-7f6a-bbc0-e3ab-b5a8cf05299f,Faience
2891,Shabti of Henuttawy,55b8720f-35d9-f11d-83f3-6e0e6a1199e3,Faience
2892,Vessel,91bef8fe-33a1-508a-9654-f89a41d6c902,Ceramic
2893,Statuette of an Orant Figure,eca1705a-52cb-e7ca-329b-ab5aa4cf88f9,"Earthenware, pigment"
2894,Kohl Jar,c1b1e30c-0c38-4c2a-34df-2f25a779658a,Stone
2895,Canopic Jar with Human Head Lid,1e30431d-70bc-94b8-d749-d4ce16fb58b6,Stone
2896,Vessel,a858dccc-bb0e-ddc0-35b6-148ae801d0f0,Ceramic
2897,Shabti,3cc5b7c1-aef8-144c-c642-42b00805eba4,Faience
2898,Shabti,969e8bff-6cb1-99e5-8fd6-a20c942b345b,Faience
2899,"Shabti, Overseer of Tchenetipet",af15245c-cc5f-df8f-52b7-30dc70a89e90,Faience
2900,"Shabti, Overseer of Tchenetipet",0637dd81-6f58-024c-1d76-5ba91b2e4a96,Faience
2901,Shabti of Tchenetipet,6fe392b9-7941-04ee-a375-6893f4e1caa8,Faience
2902,Shabti of Tchenetipet,f25c55cf-0805-5b81-4dc2-09b7512b4396,Faience
2903,Shabti of Tantowy,0842a9f0-1176-2a4d-b6d2-6deb996ee671,Ceramic
2904,Shabti of Ankhefenkhonsu,cd8cdb8b-a7b2-9fdc-1dc5-e5bdc0ee8619,Ceramic
2905,Statuette of the God Osiris Seated,f597f5e9-ecdd-5c2e-20a9-d5e5f6decaf1,Steatite
2906,Shabti of Psamtek,4fc922e3-89c7-a71e-db1a-de842b3db14f,Faience
2907,Shabti of Padipepet,d7217a46-6c31-4832-b660-14f7721c0c06,Faience
2908,Kohl Jar,c4315c9f-42a4-c84b-9050-fc638df367d5,Stone
2909,Relief Plaque Depicting the God Horus as a Falcon,16c043ac-a482-4545-434e-cd6d1fdd1dea,Limestone
2910,Shabti (Funerary Figurine) of Mayet,e9f064ba-20f5-469e-b1b1-90762d8f704f,"Wood, gesso, pigment"
2911,Lamp in Form of Four-Pointed Star,5a3a9f3c-fa57-6b4a-9a44-a1ba542c9c6b,Steatite
2912,"Statuette of the God Horus, Son of Wedjat",1953935b-2f8b-cb1d-163d-3e418da11128,Bronze
2913,Curling Iron or Hair Crimper,60b0595e-9b6a-8f57-fcac-77b76aeea215,Bronze
2914,Amulet of the God Harpocrates (Squatting),e4cd50e3-a14c-ff27-edbd-7c7f28ee828a,Glazed steatite
2915,Alabastron (Container for Scented Oil),dc8e18d5-6f02-ecda-5ad9-fae781416e63,Alabaster
2916,Tweezers,adf49128-a6cd-5595-40b4-80a04fe5086d,Bronze
2917,Tweezers,c615dcb5-63c2-94db-3b2c-812b80474f1b,Bronze
2918,Dish,191fed52-dbe0-e226-c96d-5a73a8c62bd2,Travertine (Egyptian alabaster)
2919,Rosette,90d6245d-7cb3-b841-0c53-3d6bf8c29790,Faience
2920,Rosette,24999665-11e2-6e36-3c21-7732403788df,Faience
2921,Rosette,97592fa9-0342-0729-077f-b0992d0b48b1,Faience
2922,Rosette,c9e71886-0e79-fe5f-077a-cdab588f5267,Faience
2923,Rosette,c69e2af5-cb72-d186-5ce8-e2d905312d41,Faience
2924,Rosette,5d05edf0-0f52-ccd0-16db-f5300024392d,Faience
2925,Statuette of a Lepidotus Fish,0d8705a1-3d30-ed80-fe87-e3bb55da7a7d,Bronze
2926,Head of the God Osiris,b217b9d3-42ee-43ec-cc87-2971d5eacfdb,Bronze
2927,Statuette of an Ibis Head,7e421602-5f48-2e3d-1000-e31cd236080c,Bronze
2928,Alabastron (Container for Scented Oil),22e62678-7eff-b966-3c1b-dd860be0d720,Granite
2929,Palette,de7429bf-f8b4-c055-7f42-72c9ce42274e,Diorite gneiss (?)
2930,Bust of a Statuette of a Man,d2abb1a6-75c3-00b2-42b1-c93ab21339ec,Limestone
2931,Alabastron (Container for Scented Oil),3dbbe5e1-6b83-eb55-40df-98c65c9e5f69,Travertine (Egyptian alabaster)
2932,Razor,a405e6b0-1a6d-05f4-1ff6-ef20844d00cd,Bronze
2933,Fragmentary Statue: Bust of a Seated Man,e89ac1ca-c82a-7dbe-578c-54ea77a61ec3,Green Basalt
2934,Mortar and Pestle,0e661db6-d83c-9b7e-540f-d5fde36acc0f,Mortar: baked steatite; pestle: granite
2935,Kohl Jar with Lid,233c4b94-3cb5-ec15-dc03-8ce9192d44e2,Travertine (Egyptian alabaster)
2936,Kohl Jar,8c08f279-0122-2145-bc44-b5bc674deb65,Travertine (Egyptian alabaster)
2937,Kohl Jar,54d88881-51c2-55f2-03f8-4a0c75c32972,Travertine (Egyptian alabaster)
2938,Lamp with Cross,69ea0a05-5f32-2da3-b620-31de54029997,Bronze
2939,Vessel,6e157fe7-eb17-6224-aac1-a5afb36767ff,Travertine (Egyptian alabaster)
2940,Vessel,a7c32e65-521a-2dab-b41c-17b287a093d1,Travertine (Egyptian alabaster)
2941,Vessel,ae679bca-3209-0591-a6d4-d36176edd41a,Travertine (Egyptian alabaster)
2942,Alabastron (Container for Scented Oil),33802a6e-7f9c-3f53-7aba-4f0de6e80c2c,Travertine (Egyptian alabaster)
2943,Vessel,15a996e4-b7d9-f838-95a3-0a5b215f013d,Ceramic
2944,Vessel,4468d9e8-52f9-010c-7160-bc9da6e67c9b,Ceramic
2945,Vessel,bc7d4439-5a14-a017-ff60-ffd8316db275,Travertine (Egyptian alabaster)
2946,Situla,a96dec68-4180-cafd-ede9-b647493f97d3,Bronze
2947,Kohl Jar with Lid,fc7e2b53-90f9-58e1-cf76-9e53e35167db,Hematite
2948,Unguent Vessel with Lid,429a9a59-24c1-fbbf-7149-e44a27a78002,Hematite
2949,Mortar,ffa0afe4-1a96-70fd-2c54-59c65ae0300a,Slate
2950,Dish,1ab47b55-27f9-636f-76ea-ca894b9f0eee,Travertine (Egyptian alabaster)
2951,Vessel,ca11d297-c8d1-257d-4785-f7d89b619907,Travertine (Egyptian alabaster)
2952,Vessel,e700d6bc-a4a8-abd5-585d-8b6bb39a14e6,Travertine (Egyptian alabaster)
2953,Vessel,4a28d42b-d64f-b24e-4da3-cdccb68f2d2d,Travertine (Egyptian alabaster)
2954,Vessel,d6ef2e06-4aee-d94c-db87-5a299d0d0017,Ceramic
2955,Amphora,87ada7ed-3188-7653-e728-fc96352b6a8a,"Ceramic, pigment"
2956,Statuette of the God Horus as a Child (Harpokrates),9a4cb7f6-1dcd-def1-172f-a5af9a93cfe2,Bronze
2957,Amulet of the God Horus as a Falcon,dfcd426e-fd3e-c9e5-e0ab-64d69753a0c0,Faience
2958,Statuette of the Goddess Neith Sitting on a Lotus,eaa967ea-52cf-a3a1-9c8e-84b47507e980,Bronze
2959,Shabti of Pinudjem II,3137fd69-a370-a310-aac5-79af8d9d1d59,Faience
2960,Statuette of a Priestess with Offering Table and Situla,d7d624bc-e6a0-b9dc-f7a2-e1f17a17e3ff,Bronze
2961,Statuette of the Goddess Neith,5a66a474-3612-2410-a4c8-cf36eb28bd36,Bronze
2962,Statuette of the God Min,5779f93b-0b2f-e5b2-aa49-745d55a80cef,Copper alloy
2963,Statuette of the Goddess Wadjet,8832791d-fed0-0b15-06e5-1f72d798410c,Copper alloy
2964,Amulet of the Goddess Taweret (Thoeris),2c5d0f88-09e7-380c-b6db-970325f5db44,Stone
2965,Amulet of a Papyrus Column,ec97741b-473f-14b3-9dc7-01dcb02a96b6,Faience
2966,Amulet of an Ankh,0a74394f-fe11-6f11-bd5d-8e46df76031c,Low-fired earthenware or stucco
2967,Scarab,e863f910-3783-197e-6dcd-05f9f2da6d01,Stone
2968,Amulet of a Lion-Headed Goddess,d07e009a-dd68-cd05-e84f-3ecf1d0d39cb,Faience
2969,Amulet of the God Horus,ef1887d8-2224-94d7-2580-09ed3b42dc87,Faience
2970,Amulet of the Soul as a Human-Headed Bird,b6d1691d-a06b-afc1-d9af-a7e098fe2874,Glass
2971,Foundation Deposit: Bound Ox,b6cd84f4-ae93-0651-1f4b-045ada876e98,Glass
2972,Amulet of a Vulture,9b8fcbd5-e4db-6a0f-f76a-3ed2985a31ab,Glass
2973,Amulet of a Falcon-Headed God,ee2b37ee-5876-3531-ccc1-96b941c74843,Glass
2974,Amulet of a Jackal-Headed God,151c3094-09d3-2ca6-4b1c-6aa6d8ec7d15,Glass
2975,Amulet of the God Imsety (one of the four Sons of Horus),44d4ae9b-2d69-6d73-53e9-7bbd9214c634,Glass
2976,Amulet of the God Imsety (one of the four Sons of Horus),f97a0797-c306-5dfb-3cda-669cfc97e491,Glass
2977,Amulet of the God Imsety (one of the four Sons of Horus),83acb30f-9543-4af6-5061-f44c42e54994,Glass
2978,Amulet of the God Kebehsenuf (?),140cbf2a-5b8f-2997-6e9c-2b76e7ef0d19,Turquoise
2979,Amulet of the Feathers of Amon,2150b9ea-3689-13cf-8355-277eb4521a43,Granite
2980,Amulet of the God Shu,e1c9fc45-0a27-3bea-432a-0f4f1a6c143b,Faience
2981,Amulet of the Goddess Bastet,2e670084-e46a-4b8a-5b48-62ca0774b2fc,Ceramic
2982,Amulet of the Goddess Bastet,4548278c-ce5b-f8ec-6fac-c219c8001a1d,Faience
2983,Amulet of the God Bes,73f87a43-045f-d2e1-cbec-284296404986,Faience
2984,Amulet of the Goddess Isis,50769895-3e5d-9cef-0165-8770f60e3bd6,Ceramic
2985,Amulet of the Goddess Tawaret (Toeris),afbfa487-5aa6-1402-039b-38a8fc4f6e2c,Faience
2986,Pectoral Amulet of the Goddess Bastet,0e20c6d3-7f88-cc29-b5b9-2459dd8c442d,Faience
2987,Amulet of the Crown of Lower Egypt,c9637c22-fc93-1e60-4e5e-0c9bacacadaf,Faience
2988,Amulet of the Crown of Upper Egypt,45bf7787-ab20-46b2-74a3-da7ae0b4c42a,Faience
2989,Amulet of a Hare,1a1ddcd7-c200-a7be-a0d7-84bbb1f7d7f6,Faience
2990,Amulet of the God Thoth,dfc22a3c-3f02-9f3f-1c15-7d2cbfde8f08,Faience
2991,Amulet of the God Amon,82778dca-51a3-4801-6b1d-3ac745008a61,Faience
2992,Amulet of a Baboon,e0eadd7b-dfd8-f1f3-b47a-b4176e647822,Faience
2993,Amulet of the God Bes,c84206bf-9459-0136-b351-bd636ff6e1c7,Faience
2994,Amulet of the Goddess Isis,ff627086-a09f-6d41-9509-55b2bde1a909,Ceramic
2995,Amulet of the God Anubis,347bab04-ee15-a51f-6279-787f9d919c42,Faience
2996,Amulet of the God Pataikos,1cf4fc73-9143-f29c-a791-c3f5b158aca1,Faience
2997,Amulet of the God Nefertem,da4fab83-c459-6692-8a44-026437bc5d57,Faience
2998,Shabti,02694563-f32e-206f-7740-671757c7d032,Faience
2999,Shabti,f037a6a2-5fae-1a20-88d7-7f0119ce9e07,Faience
3000,Shabti,af61adb0-192d-ac31-d0a3-24ae9e1dcbcb,Faience
3001,Amulet of the Goddess Tawaret (Toeris),dcdad9ea-ada3-f395-3e5d-b680867380c4,Faience
3002,Amulet of the God Khnum,de5a1e88-9e7f-65c0-0914-f228a2250f01,Faience
3003,Amulet of the God Thoth,fed886c7-ad55-9a62-6cc8-3d9922d8471d,Faience
3004,Amulet of a Human Face,e2ca6d86-2111-a2a0-6933-b726fe03de0d,Carnelian
3005,Winged Scarab Amulet,34dcdd3a-e93a-840a-6669-4ddb239c539e,Faience
3006,Amulet of the God Horus,1b36fd34-6e70-75f4-1111-2852c7872dfb,Faience
3007,Pendant Amulet of the God Amon-Re,4b0fa45b-4838-8b6e-fb9a-ab40f86236d1,Bronze
3008,Amulet of the God Horus,2fd3e78a-2c41-ba19-a0ed-7ace2a387142,Faience
3009,Amulet of the God Thoth,4e37736e-2427-61bf-6e01-bdcd9023b625,Faience
3010,"Amulet of the Osirian Triad (Nephthys, Horus, and Isis)",522b21f0-90c2-7be2-546b-57459b7fad25,Faience
3011,Amulet of the God Nehebkau,2d850ccf-244e-5ef7-3e3e-793b32e2b148,Faience
3012,Amulet of the Goddess Isis,a9be2ecc-0761-b0db-368c-960cae72447a,Faience
3013,Amulet of the God Imhotep,ea1ddee0-700e-45ca-b243-075383f3b3d1,Faience
3014,Amulet of the God Bes,78a3b31e-e33c-5b78-11a3-9b066f3888de,Faience
3015,Amulet of the God Bes,3d195a36-a134-ae62-ee05-6b2e5b5565e5,Faience
3016,Amulet of Pataikos,b56716ac-17f4-5323-4a52-e465eb2231be,Faience
3017,Amulet of the Goddess Tawaret (Toeris),4aa70956-22ea-295b-8eda-ac73df9e9b19,Faience
3018,Amulet of a Djed Pillar,9b808034-fba6-f652-8890-7bf45d0f58ac,Faience
3019,Amulet of a Djed Pillar,61917112-aab1-f7b8-d5f6-38411311d5a3,Faience
3020,Amulet of a Djed Pillar,c8afedd1-564a-34ce-fe7f-103297a55cb0,Faience
3021,Amulet of a Djed Pillar,4cb2d54c-ab77-5b44-ea13-47cfa0b40e28,Faience
3022,Amulet of a Djed Pillar,c542d1e9-4d12-52dd-d1bd-2b0dd20f103c,Faience
3023,Amulet of a Djed Column,4fe7178d-03e0-02ec-de37-89f4e10c817a,Faience
3024,Pectoral Amulet of the Goddess Bastet,a6ee2922-1648-6822-9324-7a2649a56265,Faience
3025,Amulet of a Papyrus Column,43730e3f-4a53-71cf-3023-fdeecdf941d9,Faience
3026,Amulet of a Hawk,f963078b-31c9-555d-b959-49aa1ff48440,Faience
3027,Amulet of a Cobra,84a2a8b0-b965-ee9f-2711-64df2d7aa1c7,Faience
3028,Amulet of a Uraeus (Cobra),4b8781f5-85b4-93e5-6a47-870c5ba5075b,Faience
3029,Amulet of the God Osiris,5ab84bca-4069-b8c9-49c1-406c0b03415a,Bronze
3030,Amulet of the God Thoth,0aea6d79-c923-7b6f-c792-52b506520589,Faience
3031,Amulet of the God Anubis,ff8e8a69-a6e4-566e-e67c-8a1f2ce9a16b,Faience
3032,Amulet of the God Horus,e9cb4488-425d-214a-f3d2-fcfd20c5f0ec,Faience
3033,Amulet of the God Horus,40c63300-e163-51ba-3035-4501955ed31a,Faience
3034,Amulet of the God Horus,eacbcbe6-f7e5-077e-09b9-3585e1b3c5c8,Ceramic
3035,Amulet of the God Horus,7c292150-f66d-31e9-4c0b-c3e5970641b6,Faience
3036,Amulet of the God Khnum,a6459e4f-3b10-7ed2-0bea-ceea8b850e26,Faience
3037,Amulet of the Goddess Bastet,894cdfa6-a01e-548f-95f9-fc18cf342441,Faience
3038,Amulet of the Goddess Bastet,78bce75f-682b-12fb-6d42-8d81a5b8228d,Faience
3039,Amulet of the God Bes,8c6d7126-3a3c-45df-26cb-cc7dbdfeee2e,Faience
3040,Amulet of the God Hapy (one of the four Sons of Horus),e19da032-1061-a95c-b58a-b4ed89a05a46,Faience
3041,Amulet of the God Imsety (one of the four Sons of Horus),593d140b-b4dc-f898-472f-b77311a77c8b,Faience
3042,Amulet of the God Duamutef (one of the four Sons of Horus),9b47b40d-27b8-b9a3-92dd-326677724b07,Faience
3043,Amulet of the Goddesses Isis and Nephthys with Horus Standing Between,0c78a10e-9c65-a8a7-f3ea-7ecb315b5c5a,Ceramic
3044,Amulet of a Recumbent Ram,b2804210-5910-6e06-c99c-d4b78c3390b4,Faience
3045,Four Eyes of the God Horus (Wedjat) Amulet,6e1c1f90-ad98-cf5a-7291-3391c4589b02,Faience
3046,Amulet of the God Anubis,c61816ff-e595-a4eb-760e-595a8d82e5f0,Faience
3047,Amulet of a Hare,6d49ac67-2aae-bc00-d13f-72de713edf5c,Faience
3048,Amulet of a Hare,320503bc-7d94-f7d8-bc4b-a114007b856e,Faience
3049,Amulet of a Hawk,9ae7d783-53ce-ddab-502d-780f0bc87cf2,Faience
3050,Amulet of a Sow,2cdfeff2-2bc3-4563-e8db-584f68604249,Ceramic
3051,Amulet of an Ape,4103d829-92aa-9779-806c-1e41784dd467,Faience
3052,Amulet of the Goddess Bastet,9c50f06f-7d37-6b18-acfe-446160beff0a,Faience
3053,Amulet of the Goddess Bastet,66232e9b-eda0-52d2-2b33-daf845fdc7e4,Faience
3054,Amulet of a Headrest,6bd8ab95-f8bf-915e-3e28-b3193ab6ddf9,Hematite
3055,Eye of Horus (Wedjat) Amulet,19de7065-d234-48d2-eff2-401395da5db5,Carnelian
3056,Eye of Horus (Wedjat) Amulet,9bd2f780-055f-c8fd-cfbc-25f26c2be487,Carnelian
3057,Head from Statuette of a King,cbd2500d-9c1f-0880-bb24-4b2aed82d244,Black basalt
3058,Amulet of an Aegis with the Head of the Goddess,20c03391-3073-6d88-6a7d-14c097011515,Bronze
3059,Coffin with Coiled Snake (Atum) on the Top,2b89a7e5-47ad-661b-c4d2-2ff37152b56c,Bronze
3060,Amulet of Taweret,8763d9d7-0b4e-050f-b0d2-9d418e82f5f9,Faience
3061,Amulet of a Crouching Lion,14b9ddad-9317-848a-c6d8-71b1a7edc73d,Faience
3062,Amulet of Thoth,49446084-1fa5-cf57-a01a-a98c58176f72,Faience
3063,Eye of Horus (Wedjat) Amulet,b655dd18-ff2e-1655-4134-3f7fbefaa19e,Faience
3064,Eye of Horus (Wedjat) Amulet,9fcadb1c-dde4-c88d-0018-8f1a63254697,Faience
3065,Amulet of a Hathor Cow,2ff3dc77-d30b-53ae-5aaa-946ca63a3e36,Faience
3066,Amulet of the Goddesses Isis and Nephthys with Horus Standing Between,5f6a89be-6939-4efd-0460-5c14d619ab20,Faience
3067,Amulet of the Goddess Isis,d809b869-616c-df43-6b3b-477b838c7633,Lapis lazuli
3068,Amulet of a Serpent,ce41e18f-f3fa-e5a9-49ee-62691667e7d5,Faience
3069,Plaque Amulet with the Name of the God Ptah,6b63241a-c4c4-8c16-6faf-b8c0a3080389,Faience
3070,Plaque Amulet with the Name of the God Ptah,50b50763-dbc6-0b28-3900-3796f3e9e150,Faience
3071,Plaque Amulet with the Name of the God Ptah,7b653bdd-ed8c-bb8f-ca7d-ea8440869031,Faience
3072,Eye of Horus (Wedjat) Amulet,e1114d67-a346-335e-b171-dbe7ce355ca5,Carnelian
3073,Amulet of a Djed Pillar,9cd03cc5-499d-ff0b-4ea6-6ca53841cb2c,Carnelian
3074,Amulet of a Heart,a96560b3-c3a7-1d0c-343b-d9c31b4fb933,Carnelian
3075,Amulet of a Lioness’ Head,922510a7-0108-99dc-268b-8cdff001b4b8,Stone
3076,Amulet of the God Horus,1ef2e1e3-0145-bd58-6f7a-e07e805550c6,Faience
3077,Amulet of a Djed Column,ed5284b0-9719-d79a-6ee0-2633c719a2b8,Faience
3078,Amulet of a Djed Column,1efa45a3-33c6-4408-dd0f-4d0b8c6173ef,Faience
3079,Amulet of a Djed Pillar,790d45da-7f97-2790-03b7-9f261de1adbb,Faience
3080,Amulet of Tyet (Isis Knot),73d71d39-e4b7-1217-d5fc-bc9cce6d6375,Faience
3081,Amulet of the Goddess Bastet,2c1caa43-96e9-c767-7b68-07eece35fde5,Faience
3082,Amulet of the God Shu,b7084738-9c19-ac89-0b75-bc47c1e17910,Faience
3083,Amulet of a Hawk,8fae357d-5223-4e5c-1998-73b4c3c3de5e,Faience
3084,Amulet of the Goddess Tawaret (Toeris),8602c739-ae65-d662-67c3-8ff57de53348,Faience
3085,Amulet of a Cobra,88efa819-0734-3aab-a3c2-91131c8db9d2,Faience
3086,Amulet of the God Bes,3f00473a-52a1-0417-df19-7f702ccc4e22,Faience
3087,Amulet of a Papyrus Column,86db5551-64fd-c4ad-fa9b-a4c1e560bf1c,Stone
3088,Amulet of a Papyrus Column,8683ca6f-d381-9e35-7778-bb35b26658cb,Stone
